reactionID,predictions
R00357,1.4.3;1.13.12;1.1.3;1.6.3
R10835,2.4.1;3.2.1;2.4.2;3.1.3
R10532,4.2.1;4.4.1;5.4.4;1.14.14
R12161,6.3.3;6.3.4;3.5.2;6.3.2
R08869,2.4.2;2.4.1;2.7.8;3.6.1
R02360,3.2.1;3.6.1;3.1.3;2.4.1
R13099,4.2.3;5.5.1;3.1.7;3.1.3
R10446,6.3.5;6.3.4;1.2.1;2.7.2
R02161,7.1.1;1.14.18;1.6.5;1.10.3
R10966,2.5.1;5.3.99;4.4.1;2.2.1
R13401,2.7.4;2.7.1;2.4.2;2.7.6
R07532,4.2.1;4.4.1;5.4.4;1.14.14
R08891,2.6.1;1.4.1;2.7.2;2.3.1
R01627,4.2.1;4.4.1;5.4.4;1.14.14
R13286,1.17.3;1.7.1;1.6.3;1.14.13
R04321,2.7.8;2.4.2;2.4.1;2.3.1
R00626,3.6.1;3.1.3;7.6.2;3.1.7
R08510,1.8.1;1.16.1;1.7.1;1.6.2
R00087,2.7.7;2.4.2;2.7.4;3.6.1
R02925,1.1.99;1.1.5;1.1.3;1.13.12
R05136,4.1.2;4.2.1;5.4.4;4.4.1
R10243,2.1.1;5.1.3;3.2.1;2.3.1
R00715,1.4.1;1.5.1;1.1.1;1.3.1
R07475,2.5.1;5.3.99;4.4.1;2.2.1
R04769,4.2.99;2.5.1;2.2.1;4.1.1
R08208,1.1.1;1.3.1;1.8.1;2.3.1
R00499,3.1.2;3.1.1;2.3.1;2.8.3
R02750,3.6.1;3.1.3;2.7.1;2.4.2
R04264,1.8.1;1.16.1;1.1.1;1.8.4
R04026,6.3.3;1.13.12;6.3.4;2.7.3
R11382,1.14.13;1.6.3;1.14.14;1.14.99
R10537,2.4.1;2.4.2;2.7.7;2.7.8
R12147,1.13.11;1.14.99;1.6.3;1.13.12
R10500,4.1.3;4.1.2;2.3.3;2.2.1
R12352,2.7.7;6.2.1;2.4.2;6.1.1
R01490,1.1.1;1.3.1;2.3.1;1.2.1
R12244,3.6.1;3.1.3;2.4.2;2.4.1
R03887,3.5.1;4.3.1;5.4.3;3.4.17
R09497,2.7.1;3.1.3;3.6.1;2.7.6
R05274,1.14.13;1.1.1;1.6.3;1.3.1
R02590,2.7.7;2.4.2;6.1.1;2.7.1
R05691,1.8.1;1.16.1;1.1.1;1.8.4
R01320,2.1.1;2.3.1;3.1.1;4.4.1
R05499,1.97.1;1.7.2;1.7.7;1.8.2
R01962,3.2.1;5.1.3;5.4.2;3.1.1
R02815,3.5.4;3.2.2;1.5.99;1.7.1
R11739,1.14.14;5.4.4;4.99.1;4.4.1
R12304,4.1.1;3.7.1;2.7.11;2.7.8
R00742,2.7.1;2.7.6;2.7.4;6.1.1
R01161,2.6.1;6.3.5;2.7.2;2.3.1
R09588,6.1.1;2.7.7;2.3.1;6.2.1
R02929,2.7.4;2.7.1;2.4.2;6.2.1
R03429,2.7.1;2.7.4;2.7.6;3.6.1
R13241,2.7.1;1.8.4;1.7.2;2.7.3
R02667,2.1.1;2.5.1;4.4.1;2.3.3
R12339,2.4.1;2.4.2;3.6.1;3.1.3
R01113,2.3.2;3.6.5;6.3.1;4.3.3
R03987,2.7.1;2.8.2;3.1.3;2.4.2
R09242,1.1.1;1.5.1;1.3.1;1.7.1
R12392,4.1.2;4.2.1;4.1.1;3.7.1
R11862,3.4.19;3.4.13;3.4.11;3.5.1
R09990,1.8.1;1.1.1;1.16.1;1.3.1
R05132,2.7.1;2.7.6;3.1.3;3.6.1
R03667,1.1.1;1.3.1;1.6.5;1.8.1
R12665,5.3.1;5.1.3;3.5.99;4.2.1
R12003,5.3.3;5.5.1;2.5.1;1.3.1
R06067,2.7.7;2.7.1;2.4.2;2.7.6
R12640,1.14.14;1.1.1;5.4.4;4.2.1
R12443,2.1.1;2.3.1;2.5.1;2.3.3
R08628,5.4.4;1.14.14;4.2.1;4.4.1
R13239,3.1.1;2.3.1;3.1.2;3.5.1
R05230,2.1.3;2.3.1;2.8.3;6.3.4
R05721,1.13.11;1.11.1;1.14.12;1.14.99
R09646,3.5.1;3.4.19;3.2.2;3.1.1
R05658,3.3.2;1.13.11;3.7.1;5.4.4
R12211,2.7.8;2.3.1;2.4.1;2.4.2
R08545,2.5.1;5.3.99;2.2.1;5.5.1
R09634,3.2.1;2.4.1;3.1.2;4.3.3
R02602,3.7.1;4.1.1;4.1.3;3.1.1
R12383,2.4.1;2.4.2;2.7.8;3.6.1
R11718,4.1.2;5.4.4;1.14.14;4.99.1
R12802,4.1.1;3.1.3;3.6.1;2.5.1
R09244,2.5.1;5.3.99;4.4.1;2.2.1
R07780,4.2.1;4.4.1;5.4.4;1.14.14
R08692,2.4.1;2.4.2;2.7.8;2.3.1
R09672,3.2.1;5.4.1;4.2.2;3.1.1
R10731,1.14.13;1.14.14;1.5.1;1.6.3
R07688,5.4.4;1.14.14;4.99.1;4.4.1
R07122,3.3.2;1.13.11;3.7.1;5.4.4
R11013,1.14.99;1.6.3;4.99.1;1.13.11
R11941,3.6.1;3.1.3;2.7.4;2.7.1
R01092,2.7.1;3.6.1;3.1.3;2.4.2
R12117,2.3.1;3.1.1;3.1.2;4.2.1
R05283,1.1.1;1.3.1;2.3.1;1.14.13
R02421,2.4.1;3.2.1;5.1.3;2.4.2
R00391,2.8.3;2.3.1;3.1.2;6.2.1
R01293,1.1.1;1.3.1;1.2.1;1.5.1
R06963,5.5.1;5.3.3;2.5.1;5.4.99
R03858,2.3.1;1.2.4;2.8.3;3.1.2
R00155,3.6.1;3.1.3;3.6.5;3.6.4
R02003,2.5.1;5.3.99;4.4.1;2.2.1
R02880,1.3.3;1.3.99;3.5.2;1.3.8
R12457,1.8.1;1.16.1;1.8.4;1.1.1
R05569,3.5.4;2.4.2;3.5.99;3.8.1
R11869,5.5.1;5.3.3;5.4.99;2.5.1
R05341,5.5.1;5.3.3;2.5.1;2.1.1
R02533,2.1.1;2.3.1;2.5.1;4.4.1
R01132,3.2.2;2.4.2;3.5.4;3.1.4
R02697,1.2.1;1.1.1;1.3.1;1.5.1
R07711,1.14.13;1.6.3;1.14.14;1.14.18
R11517,3.1.1;2.3.1;5.5.1;1.1.1
R00659,2.7.9;2.7.1;4.1.1;2.5.1
R08184,3.1.2;2.8.3;2.3.1;3.1.1
R10090,2.7.7;2.4.2;6.1.1;2.7.1
R05444,1.14.13;1.6.3;1.14.14;1.14.18
R00637,1.13.11;1.14.99;1.13.99;1.2.1
R00708,1.8.1;1.3.1;1.1.1;1.16.1
R11081,5.1.3;5.3.1;3.2.1;2.4.1
R06610,1.1.1;1.3.1;1.8.1;1.16.1
R12360,1.14.13;1.6.3;1.14.14;1.14.12
R12859,2.7.7;2.4.2;2.4.1;6.1.1
R01647,4.1.3;4.1.2;2.3.3;2.2.1
R05372,3.5.99;3.8.1;4.5.1;3.5.4
R02737,3.2.1;2.4.1;4.2.2;5.4.99
R00629,3.1.6;3.1.4;3.6.1;3.1.3
R08276,3.8.1;4.5.1;3.5.99;4.1.99
R03032,4.2.1;4.4.1;5.4.4;1.14.14
R12420,1.5.3;1.4.3;1.21.3;1.3.3
R02789,2.4.1;2.4.2;3.2.1;5.1.3
R07923,2.4.1;3.2.1;2.4.2;5.1.3
R13202,2.7.1;2.7.6;3.1.3;2.7.4
R09897,2.5.1;5.5.1;5.3.99;4.2.3
R06885,4.2.1;4.4.1;5.4.4;1.14.14
R08632,4.4.1;4.1.99;4.3.1;2.1.1
R07149,1.8.1;1.16.1;1.8.4;1.1.1
R00865,1.7.2;7.1.1;1.1.2;1.1.1
R00361,2.7.1;1.1.1;1.3.1;2.3.1
R04218,2.5.1;5.3.99;4.4.1;2.2.1
R12348,2.3.1;3.1.1;3.1.2;2.8.3
R13247,1.14.13;1.14.99;4.99.1;1.6.3
R08182,3.1.2;2.8.3;3.1.1;2.3.1
R12795,3.6.1;3.1.3;3.1.1;4.2.2
R09781,4.2.2;4.6.1;3.2.2;2.4.2
R11265,1.1.1;1.3.1;1.8.1;2.3.1
R11377,2.5.1;2.7.1;3.6.1;3.1.3
R04317,3.1.3;3.6.1;3.1.7;4.2.3
R08838,1.14.13;1.6.3;1.14.14;1.14.18
R07379,3.1.1;2.3.1;3.1.2;3.7.1
R07359,1.1.1;1.3.1;1.8.1;1.16.1
R12488,4.2.1;4.4.1;5.4.4;1.14.14
R12141,1.1.1;1.3.1;1.8.1;2.3.1
R07640,2.7.4;2.7.1;2.1.1;2.4.2
R11629,2.3.1;2.7.7;6.1.1;2.4.2
R02119,2.4.2;3.2.2;2.4.1;3.5.4
R00952,3.2.1;2.4.1;5.1.3;5.4.2
R05574,3.5.4;2.4.2;3.5.99;3.8.1
R10514,2.3.1;3.1.2;3.1.1;3.2.1
R00483,2.4.2;2.4.1;2.7.7;2.7.1
R10296,2.4.1;3.2.1;2.4.2;2.3.1
R02601,4.2.1;4.4.1;2.3.1;5.4.4
R02268,5.3.99;4.2.2;5.4.99;2.5.1
R03567,4.1.1;3.7.1;2.7.11;2.2.1
R04548,2.4.1;2.4.2;2.7.8;3.6.1
R04182,2.4.1;3.2.1;5.1.3;3.6.1
R04020,4.2.1;4.4.1;1.14.14;5.4.4
R00209,1.1.1;1.3.1;1.8.1;2.3.1
R02580,1.8.1;1.16.1;1.1.1;1.3.1
R10007,2.5.1;5.5.1;4.2.3;5.3.3
R12157,2.1.1;2.5.1;4.4.1;2.3.3
R10451,2.1.1;2.3.1;2.5.1;2.3.3
R09628,2.5.1;5.5.1;4.2.3;3.1.3
R09947,3.5.1;3.4.19;3.1.1;3.2.2
R09792,2.1.1;2.3.1;2.5.1;4.4.1
R11495,1.1.2;1.2.5;1.7.2;1.1.5
R05197,2.7.4;2.7.1;2.7.6;2.4.2
R12729,2.3.1;3.1.1;1.1.1;3.1.2
R11775,4.2.1;4.4.1;2.3.1;5.4.4
R11565,4.2.1;4.4.1;5.4.4;1.14.14
R03286,2.7.4;2.4.2;2.7.1;3.6.1
R12086,2.3.1;3.1.1;3.1.2;1.1.1
R09796,4.2.1;4.4.1;5.4.4;1.14.14
R03886,1.1.1;1.3.1;2.3.1;4.2.1
R11925,2.3.1;3.1.1;1.2.1;1.8.1
R11602,2.5.1;5.3.99;5.5.1;4.4.1
R04225,1.4.3;1.13.12;1.6.3;1.5.3
R08945,1.8.1;1.1.1;1.3.1;1.16.1
R08197,2.6.1;1.4.99;1.4.1;2.3.1
R10208,4.4.1;4.2.1;5.4.4;4.99.1
R11607,2.6.1;1.4.1;2.7.2;2.3.1
R00794,1.7.1;1.6.2;1.7.99;1.17.3
R04104,5.1.3;5.3.1;3.2.1;5.4.2
R12390,3.1.1;2.3.1;3.5.1;3.1.2
R08205,1.14.13;1.6.3;1.14.14;1.14.15
R09572,1.2.3;1.1.3;1.6.3;1.17.3
R01096,1.1.1;1.3.1;1.8.1;1.16.1
R00195,4.3.1;3.5.1;3.4.17;3.4.11
R09598,6.3.5;2.7.7;2.4.2;6.1.1
R12046,2.4.1;2.4.2;3.2.2;3.6.1
R04457,2.5.1;4.1.99;1.5.1;4.4.1
R04591,2.7.7;6.2.1;6.1.1;2.7.1
R13425,1.14.14;1.14.13;4.99.1;5.4.4
R02489,4.1.1;2.7.11;4.4.1;2.5.1
R04279,1.1.1;1.3.1;1.8.1;1.16.1
R09790,4.2.1;4.4.1;1.14.99;5.4.4
R11868,5.4.99;5.4.3;5.4.2;5.4.1
R12532,2.7.4;2.7.7;2.4.2;3.6.1
R09627,5.5.1;4.2.3;2.5.1;3.1.3
R09881,2.7.7;2.4.2;3.6.1;2.7.1
R09234,1.7.1;1.6.2;1.14.13;1.6.3
R07392,4.2.1;4.4.1;5.4.4;1.14.14
R07601,1.2.4;4.1.1;1.8.1;2.3.1
R04450,3.1.1;2.3.1;3.1.2;4.4.1
R08941,3.1.6;2.8.2;3.1.4;3.13.1
R08283,1.1.1;1.3.1;1.2.1;1.8.1
R01317,3.6.1;3.1.3;3.1.1;3.1.4
R08878,1.1.1;1.3.1;1.8.1;2.3.1
R07954,1.14.13;1.6.3;1.14.14;1.14.12
R13300,5.5.1;4.2.3;3.1.3;3.1.7
R13112,4.3.1;4.1.99;4.5.1;4.4.1
R12620,1.8.1;1.16.1;1.3.1;1.1.1
R03831,1.13.12;1.14.13;1.6.3;4.99.1
R10867,4.2.2;3.6.1;2.4.1;3.1.3
R00731,1.14.18;1.10.3;1.6.3;1.14.13
R05553,4.1.2;4.1.3;2.2.1;2.5.1
R02603,3.7.1;4.1.1;4.1.99;4.1.3
R11107,1.7.1;1.14.13;1.1.1;1.6.2
R03493,4.2.1;4.4.1;5.4.4;1.14.14
R10840,4.1.99;4.3.1;4.4.1;4.5.1
R12207,2.4.1;2.7.8;2.4.2;2.4.99
R05092,4.2.3;5.5.1;3.1.7;3.1.3
R07930,2.3.1;3.1.2;2.8.3;3.1.1
R04382,3.2.1;4.2.2;3.1.2;3.1.1
R08084,1.8.1;1.16.1;1.1.1;1.3.1
R11716,4.1.1;2.7.1;3.6.1;3.1.3
R00104,2.7.4;2.7.1;7.5.2;3.6.1
R09314,1.14.13;1.13.12;1.6.3;1.5.1
R03728,4.1.99;1.14.13;1.6.3;4.4.1
R01489,1.2.3;1.1.3;1.17.3;1.21.3
R06498,3.2.1;5.1.3;3.1.2;3.1.1
R05198,1.7.2;1.1.2;1.1.99;1.1.1
R09567,1.14.13;1.13.12;1.6.3;1.10.3
R03364,5.4.1;5.4.2;5.4.99;4.6.1
R04184,3.2.1;5.1.3;2.4.1;5.4.1
R08091,2.3.1;3.1.2;2.8.3;3.1.1
R00805,3.1.3;3.6.1;3.1.7;4.2.3
R08624,5.4.4;1.14.14;4.2.1;4.4.1
R09574,2.5.1;5.3.99;5.5.1;5.3.3
R01299,1.14.13;1.6.3;1.1.1;1.14.14
R09771,3.1.3;3.6.1;3.1.7;4.2.3
R06201,3.2.1;5.1.3;2.4.1;5.4.1
R12739,3.4.22;3.4.21;3.4.23;3.4.24
R10774,4.3.1;4.1.99;5.1.1;4.4.1
R05810,2.1.1;2.5.1;-;2.3.3
R11479,2.3.1;3.1.2;3.1.1;2.8.3
R12575,4.4.1;2.3.1;1.11.1;2.5.1
R07990,5.5.1;2.5.1;5.4.99;5.3.3
R07724,2.1.1;2.5.1;2.3.1;2.3.3
R10580,3.2.1;5.4.99;5.4.2;5.1.3
R03060,3.1.3;3.6.1;3.1.7;4.2.3
R09134,1.13.11;3.3.2;1.14.99;1.13.99
R04115,1.1.1;1.8.1;1.3.1;1.16.1
R02893,1.8.1;1.16.1;1.1.1;1.3.1
R02868,2.7.1;2.7.7;2.4.2;2.7.6
R04237,2.1.1;2.3.1;2.5.1;2.3.3
R02963,4.2.1;4.4.1;5.4.4;1.14.14
R08272,1.14.13;1.14.14;1.6.3;4.99.1
R09505,7.2.2;3.6.3;3.A.1;1.11.2
R05570,2.7.1;2.7.6;3.1.3;3.6.1
R01448,3.1.1;3.1.6;3.1.3;2.3.1
R00604,1.2.1;1.1.1;1.5.1;1.3.1
R13142,3.8.1;4.5.1;7.6.2;3.5.99
R04338,2.8.3;2.1.3;2.3.1;3.1.2
R12409,4.5.1;3.8.1;4.1.99;4.4.1
