RPAIR,Score,EC,KO
RP14977,0.097,1.14.13.119,K15805
RP05629,0.096,1.14.-.-,K14372
RP05631,0.096,1.14.-.-,K14372
RP05628,0.095,1.14.-.-,K14372
RP05630,0.095,1.14.-.-,K14372
RP13558,0.095,4.2.3.124,K13546
RP14864,0.094,4.1.99.16,K10187
RP15452,0.093,5.3.3.18,K15866
RP04376,0.088,4.2.1.96,K01724
RP11658,0.084,4.2.1.100,K07537
RP00434,0.082,2.6.1.16 3.5.99.6,K00820 K02564 K12410
RP13006,0.082,5.3.1.-,K02080
RP14685,0.082,1.14.13.107,K14733
RP05557,0.082,1.14.13.107,K14733
RP04589,0.081,1.-.-.- 3.2.1.31,K01195
RP02493,0.080,4.2.1.44,K03335
RP11797,0.080,4.2.1.-,K07534
RP14116,0.079,2.6.1.86,K13063
RP02055,0.078,1.14.13.22,K03379
RP04903,0.077,1.14.20.1,K12744
RP09043,0.077,1.14.13.22,K03379
RP04829,0.076,,K12746
RP09096,0.076,,K16021
RP15257,0.075,1.14.13.129,K02294
RP09457,0.075,,K16436
RP05592,0.075,,K13314 K16435
RP02750,0.075,4.2.1.10,K03785 K03786 K13830 K13832
RP01710,0.073,4.2.3.5,K01736
RP14366,0.073,4.2.3.34,K14045
RP11877,0.073,,K12928
RP11878,0.073,,K12928
RP05266,0.072,,K03335
RP02087,0.071,5.3.99.5,K01832
RP14651,0.071,,K03635 K03636
RP05499,0.071,4.2.3.32,K14041
RP11876,0.071,4.2.3.42,K12928
RP14593,0.069,,K15927
RP14364,0.068,4.2.3.33,K14044
RP01736,0.068,5.3.1.4,K01804
RP01508,0.068,5.3.1.5,K01805
RP05617,0.067,,K16008
RP12999,0.067,1.14.14.1,K07411 K07412 K07424
RP03918,0.066,4.2.3.12,K01737
RP01154,0.066,5.3.1.5,K01805
RP14367,0.064,4.2.3.35,K14046
RP14360,0.064,4.2.3.44,K14042
RP15674,0.063,,K16037
RP14687,0.062,3.3.2.8,K10533
RP01545,0.062,5.3.1.12,K01812
RP01891,0.062,5.3.1.12,K01812
RP14563,0.062,4.2.1.-,K05556 K14626 K14627
RP05496,0.062,4.2.3.18,K12927
RP15846,0.062,1.10.99.3 1.14.13.90,K09838 K09839
RP05605,0.061,,K13322
RP14722,0.061,1.14.14.1,K07409
RP14723,0.061,1.14.14.1,K07409 K07411 K07424
RP14720,0.061,1.14.14.1,K07411
RP14213,0.060,5.3.1.6,K01808
RP01780,0.060,5.3.1.8,K01809 K15916 K16011
RP02454,0.060,5.3.1.9,K01810 K06859 K13810 K15916
RP02940,0.060,5.3.1.9,K01810 K06859 K13810 K15916
RP02869,0.060,5.3.1.26,K01819
RP02152,0.060,4.2.2.2 4.2.2.9,K01728
RP14369,0.060,4.2.3.28,K14036
RP15547,0.060,4.2.3.103,K16082
RP04693,0.060,4.2.3.19,K04121
RP01909,0.059,4.2.3.16,K15088
RP05467,0.059,4.2.3.20,K15096
RP11404,0.059,1.3.1.82,K15091
RP05626,0.058,,K16006
RP10987,0.058,,K12449
RP11798,0.058,1.3.-.-,K04117
RP14200,0.057,1.1.1.-,K12451
RP05627,0.057,,K16006
RP05585,0.057,4.2.3.108,K07385
RP03084,0.057,4.1.1.44,K01607 K14727
RP01712,0.057,5.4.4.2,K01851 K02361 K02552 K14759
RP15063,0.057,4.2.3.55,K15794
RP05586,0.057,4.2.3.108,K07385
RP09372,0.056,1.10.99.3 1.14.13.90,K09838 K09839
RP15287,0.056,4.2.3.38,K14177
RP13065,0.056,4.2.99.20,K08680 K14759
RP15054,0.056,4.2.3.40,K15795
RP15053,0.056,4.2.3.59,K15796
RP11143,0.055,4.2.3.75,K10187 K15803
RP09401,0.055,1.10.99.3 1.14.13.90,K09838 K09839
RP05296,0.054,1.1.1.271,K02377
RP12985,0.054,4.2.3.56,K14186
RP04871,0.054,1.14.-.-,K14366
RP11144,0.053,4.2.3.22,K10187 K15803
RP09599,0.053,1.1.1.288,K09841
RP01711,0.053,5.4.99.5,K01850 K04092 K04093 K04516 K06208 K06209 K13853 K14170 K14187
RP11352,0.052,1.14.13.154,K14370
RP11681,0.052,1.14.13.154,K14370
RP05354,0.052,4.2.3.120,K07384
RP05353,0.050,4.2.3.119,K07384
RP15190,0.049,4.2.1.115,K15894
RP15747,0.048,4.2.3.130,K16188
RP13001,0.047,2.2.1.9,K02551
RP12984,0.047,4.1.99.16 4.2.3.22,K10187
RP01947,0.047,4.2.3.8,K12929
RP12978,0.047,4.2.3.57,K14184 K15808
RP13638,0.046,4.2.3.73,K14181
RP02118,0.046,4.2.3.9,K14180
RP14980,0.046,4.2.3.61,K15804
RP15048,0.044,4.2.3.76,K15806
RP11141,0.044,4.2.3.24,K14178
RP09032,0.043,4.2.3.21,K14182
RP14718,0.043,1.14.14.1,K07409
RP02120,0.043,4.2.3.13,K14183
RP15066,0.042,4.2.3.67,K15809
RP02044,0.042,1.14.99.9,K00512
RP03406,0.042,1.14.99.9,K00512
RP04467,0.042,1.14.99.9,K00512
RP11603,0.038,1.14.13.83,K02229
RP15038,0.037,4.2.3.50,K15798
RP11338,0.036,1.14.11.31,K14976
RP04468,0.036,1.14.99.9,K00512
RP14140,0.034,1.14.15.4,K00497
RP05497,0.033,4.2.3.32,K14041
RP11730,0.032,5.3.99.8,K14593
RP11736,0.032,5.3.99.8,K14593
