reactionID,predictions
R09385,1.14.13;1.6.3;1.14.12;1.14.18
R11842,5.5.1;4.2.3;3.1.7;3.1.3
R00430,2.5.1;2.7.1;2.7.4;2.1.1
R00764,2.7.1;3.1.3;3.6.1;2.7.6
R09739,1.11.1;1.11.2;-;1.16.1
R03396,1.16.1;1.8.1;1.1.1;1.3.1
R09637,2.1.1;2.3.1;3.5.1;3.1.1
R07276,2.6.1;2.7.2;2.3.1;2.1.3
R09299,2.7.1;3.1.3;3.6.1;4.99.1
R05277,2.7.3;3.9.1;2.7.1;2.7.6
R02243,4.1.1;2.7.11;3.7.1;2.2.1
R12274,2.3.1;3.1.1;3.1.2;1.1.1
R07813,3.1.1;3.1.2;2.3.1;2.4.2
R05231,1.1.1;1.3.1;1.8.1;1.14.13
R09518,3.6.1;3.1.3;2.7.1;1.14.13
R02517,1.14.13;1.6.3;1.14.14;1.14.18
R05163,2.3.1;3.1.2;3.1.1;2.8.3
R01899,1.1.1;1.3.1;1.8.1;2.3.1
R04478,4.2.1;4.4.1;5.4.4;1.14.14
R12898,2.4.2;2.7.7;7.6.2;2.7.1
R11100,5.1.1;3.5.4;3.5.3;3.5.99
R12314,5.1.3;5.3.1;3.2.1;5.4.2
R06447,2.5.1;5.3.99;4.4.1;2.2.1
R04812,1.1.1;1.3.1;1.5.1;1.4.1
R10732,2.5.1;5.3.99;4.4.1;2.2.1
R00424,3.5.4;2.4.2;3.5.99;3.2.2
R10549,1.2.1;1.5.1;1.17.1;1.8.1
R08603,3.7.1;4.1.1;5.3.2;3.1.1
R07673,5.1.3;5.3.1;2.4.1;2.4.2
R02718,2.7.1;2.3.1;6.2.1;2.7.6
R11881,1.7.3;1.13.11;1.13.12;1.14.99
R12866,2.1.1;6.1.1;2.4.2;1.3.8
R10292,2.4.2;3.2.2;3.5.4;2.4.1
R10469,4.1.99;4.4.1;6.1.1;3.4.21
R00710,1.16.1;1.8.1;1.1.1;1.3.1
R09251,2.5.1;5.3.99;2.2.1;4.4.1
R03898,4.2.1;4.4.1;5.4.4;1.14.14
R08237,3.2.2;2.4.2;2.4.1;3.5.4
R12683,4.99.1;1.14.14;5.4.4;4.4.1
R02227,2.7.4;2.7.1;2.4.2;3.6.1
R13189,2.4.2;5.1.99;3.5.1;2.7.7
R03094,3.1.3;2.4.1;3.6.1;4.2.1
R00928,2.8.3;2.3.1;3.1.2;3.1.1
R07796,2.8.3;3.1.2;2.3.1;3.1.1
R12298,2.4.2;2.7.7;7.6.2;6.5.1
R02473,2.7.1;2.4.2;2.4.1;2.7.7
R12879,1.14.13;1.6.3;1.14.14;1.14.18
R12686,3.5.99;3.5.3;3.8.1;3.5.4
R11426,1.3.1;1.5.1;1.17.1;1.1.1
R09417,3.3.2;1.13.11;3.7.1;5.4.4
R12188,4.4.1;4.1.99;2.5.1;4.3.1
R12329,3.1.1;2.3.1;3.1.2;2.8.3
R12941,4.4.1;2.5.1;2.1.1;4.99.1
R00483,2.4.2;2.4.1;2.7.7;2.7.1
R06978,2.3.1;3.1.2;3.1.1;2.8.3
R01377,4.1.1;2.7.11;3.7.1;2.2.1
R03390,2.5.1;4.4.1;2.1.1;5.3.99
R11340,1.14.13;1.14.14;-;5.4.4
R10303,3.2.1;5.1.3;5.4.99;2.4.1
R02930,3.4.19;3.5.1;3.5.2;3.4.13
R09752,3.6.1;2.4.2;3.1.3;3.1.4
R06110,2.4.1;3.2.1;3.6.1;3.1.3
R03503,2.7.4;2.4.2;2.7.1;2.7.7
R03688,4.2.1;4.4.1;5.4.4;1.14.14
R11143,6.3.4;2.7.3;6.3.2;2.7.1
R08667,4.4.1;4.1.99;4.5.1;4.3.1
R10539,6.4.1;2.1.3;2.7.2;6.3.4
R01621,4.1.2;5.3.1;2.2.1;4.2.1
R03177,1.2.1;1.1.1;1.3.1;1.8.1
R12559,3.2.1;5.4.1;5.4.2;3.1.2
R04339,1.8.1;1.16.1;1.1.1;1.3.1
R01930,3.1.6;5.4.2;2.8.2;3.1.1
R11150,1.7.1;1.14.13;1.6.2;1.6.3
R02769,2.5.1;4.1.3;2.2.1;4.2.99
R03393,3.1.3;3.6.1;3.1.7;4.2.3
R11266,1.1.1;1.3.1;1.8.1;2.3.1
R02011,5.5.1;4.2.3;3.1.7;2.5.1
R06207,3.2.1;5.1.3;2.4.1;5.4.2
R10075,1.8.1;1.16.1;1.1.1;1.3.1
R01870,2.4.1;2.4.2;3.2.2;2.7.8
R02925,1.1.99;1.1.5;1.1.3;1.13.12
R06976,2.7.4;2.7.3;2.7.1;7.5.2
R01054,3.6.1;3.1.3;3.6.5;2.4.2
R02430,2.7.7;2.4.2;2.7.1;6.1.1
R06831,1.14.12;1.21.1;1.8.4;1.8.1
R13305,2.6.1;1.4.1;2.7.2;2.3.1
R05354,1.16.1;1.8.1;1.1.1;1.3.1
R00733,1.1.1;1.3.1;1.8.1;1.16.1
R12734,2.3.1;3.1.2;2.8.3;3.1.1
R07945,1.14.14;1.14.13;4.99.1;5.4.4
R07779,1.14.13;1.6.3;1.1.1;1.3.1
R02478,3.2.1;2.4.1;5.1.3;4.2.2
R04051,2.7.2;2.6.1;2.3.1;3.5.1
R07242,2.1.1;2.3.1;2.5.1;4.4.1
R11199,2.3.1;3.1.2;2.8.3;3.1.1
R12198,3.1.1;2.3.1;3.1.2;3.5.1
R04641,3.5.4;2.4.2;3.2.2;3.5.99
R02428,3.1.1;2.3.1;3.1.2;3.5.1
R03429,2.7.1;2.7.4;2.7.6;3.6.1
R11942,3.2.1;3.1.1;3.1.2;2.3.1
R05684,1.1.1;1.3.1;1.8.1;2.3.1
R00265,1.5.1;1.3.1;1.17.1;1.4.1
R09911,5.4.99;5.4.3;5.4.1;2.1.1
R03828,2.7.1;2.7.4;2.1.1;3.6.1
R07250,6.3.4;6.3.5;2.1.3;2.3.1
R11862,3.4.19;3.4.13;3.4.11;3.5.1
R09946,2.7.4;2.7.1;3.6.1;7.5.2
R05114,2.8.3;2.4.1;3.2.2;2.3.1
R09552,1.1.99;1.1.5;1.1.98;1.1.2
R10105,1.1.1;1.3.1;1.2.1;1.8.1
R06690,1.6.3;1.14.13;1.14.14;1.14.18
R03438,2.3.1;3.1.2;2.8.3;3.1.1
R11926,6.2.1;2.7.7;2.7.1;2.3.1
R09613,2.1.1;2.3.1;3.1.1;2.3.3
R03032,4.2.1;4.4.1;5.4.4;1.14.14
R02631,2.7.1;2.7.6;3.1.3;3.6.1
R02349,1.8.1;1.16.1;1.1.1;1.8.4
R03592,1.8.1;1.16.1;1.1.1;1.3.1
R00421,1.1.1;1.3.1;1.5.1;1.17.1
R07376,3.1.4;5.4.2;5.4.1;5.4.99
R10242,1.1.1;1.5.1;1.3.1;1.16.1
R02119,2.4.2;3.2.2;2.4.1;3.5.4
R05757,2.1.1;2.3.1;3.1.1;4.4.1
R00434,1.14.18;1.10.3;1.14.13;1.6.3
R05635,4.1.99;4.4.1;3.5.4;3.5.99
R13133,4.3.1;4.4.1;4.1.99;4.5.1
R08190,3.1.2;2.3.1;2.8.3;3.1.1
R05864,4.2.1;4.4.1;5.4.4;1.14.14
R12749,3.6.1;3.1.3;3.1.4;3.6.5
R02489,4.1.1;2.7.11;4.4.1;2.5.1
R11051,1.1.1;1.3.1;1.8.1;1.16.1
R10016,2.1.1;2.3.3;2.5.1;4.4.1
R00669,3.5.1;3.4.19;3.2.2;3.1.1
R03178,4.1.1;3.7.1;2.7.11;2.2.1
R10350,1.14.12;1.14.13;1.6.3;1.1.1
R10442,3.6.1;3.1.3;3.6.5;2.4.2
R01064,4.1.2;2.2.1;5.3.1;3.7.1
R02465,4.2.2;3.2.1;2.4.1;4.3.3
R04024,2.3.1;3.1.1;1.1.1;1.3.1
R01914,1.4.3;1.2.3;1.13.12;1.1.3
R03996,2.4.1;3.2.1;5.1.3;2.4.2
R03095,2.5.1;5.3.99;2.7.1;4.4.1
R02238,2.7.1;2.4.2;2.7.7;2.7.4
R01739,1.1.1;1.3.1;1.8.1;2.3.1
R00635,1.13.11;1.2.3;1.17.3;1.14.99
R07279,2.7.1;2.7.4;2.7.6;3.6.1
R08404,3.1.3;3.6.1;4.2.1;3.1.1
R12995,3.2.1;2.4.1;5.1.3;2.4.2
R01941,1.2.1;1.5.1;1.1.1;1.3.1
R01385,5.1.3;3.2.1;5.3.1;2.4.1
R12821,2.7.1;1.3.1;2.5.1;2.4.2
R00892,1.8.1;1.16.1;1.8.4;1.1.1
R07295,2.4.1;3.1.3;3.6.1;2.4.2
R02709,3.2.1;2.4.1;5.1.3;4.3.3
R10470,2.7.7;6.1.1;2.4.2;2.7.1
R01669,2.5.1;2.1.1;5.3.99;4.4.1
R06131,4.3.1;5.1.1;4.3.2;4.99.1
R03478,2.7.1;2.7.4;2.7.6;3.6.1
R00846,1.1.3;1.13.11;1.2.3;1.21.3
R00004,3.6.1;3.1.3;3.6.5;3.1.4
R05087,4.1.1;2.7.11;3.7.1;2.7.8
R07499,1.1.1;1.3.1;1.8.1;2.3.1
R10041,5.2.1;5.1.99;5.1.2;-
R00325,4.1.3;4.1.2;4.1.1;2.2.1
R03901,4.4.1;4.1.99;4.3.1;4.5.1
R05626,2.7.1;2.7.4;2.7.6;3.1.3
R12124,3.1.1;3.6.1;3.1.3;3.2.1
R09109,1.14.13;1.6.3;1.14.15;1.14.14
R09598,6.3.5;2.7.7;2.4.2;6.1.1
R03464,3.5.4;3.5.99;1.5.99;2.4.2
R10395,4.2.1;4.4.1;5.4.4;1.14.14
R02303,2.7.4;2.7.1;2.4.2;2.7.7
R10740,6.3.4;2.1.3;2.7.2;6.3.5
R08969,2.3.1;3.1.1;4.2.1;4.4.1
R02367,2.3.1;3.1.2;3.1.1;2.8.3
R02387,2.3.1;3.1.1;3.1.2;2.8.3
R08958,1.8.1;1.16.1;1.1.1;1.3.1
R08294,1.14.13;1.6.3;1.14.14;4.99.1
R11089,2.1.1;2.5.1;2.3.3;4.4.1
R12921,1.6.3;1.14.13;1.14.18;1.10.3
R08894,2.4.1;3.2.1;2.4.2;5.1.3
R08908,1.13.12;1.14.13;1.14.14;4.99.1
R07651,3.4.16;3.4.13;3.4.11;3.4.19
R07972,1.14.13;1.6.3;1.14.12;1.14.18
R06371,3.7.1;5.3.2;3.4.16;3.1.1
R12787,2.3.1;3.5.1;2.1.1;3.1.1
R09827,3.1.1;2.3.1;3.1.2;-
R09689,5.4.99;5.5.1;4.2.3;2.5.1
R02322,3.5.1;3.4.19;3.2.2;3.1.1
R05166,3.2.1;5.1.3;2.4.1;3.1.2
R05287,3.8.1;4.5.1;3.5.99;3.5.4
R10487,1.14.13;1.14.14;1.6.3;1.14.15
R00478,4.1.2;4.2.1;4.1.3;4.4.1
R07754,2.3.1;3.1.1;3.1.2;2.8.3
R08999,1.14.13;1.6.3;1.14.14;1.14.15
R02376,4.2.1;4.4.1;5.4.4;1.14.14
R11262,3.2.1;5.1.3;2.4.1;5.4.2
R13334,2.3.1;3.1.1;3.1.2;4.4.1
R03896,4.2.1;4.4.1;5.4.4;1.14.14
R08758,1.1.3;1.1.5;1.13.12;1.1.99
R06312,5.5.1;5.3.3;5.4.99;2.5.1
R10748,3.1.2;3.2.1;3.1.1;2.3.1
R12629,1.8.1;1.3.1;1.16.1;1.5.1
R06927,1.1.1;1.3.1;2.3.1;4.2.1
R10461,2.7.6;2.1.3;3.2.2;6.3.4
R00650,2.1.1;2.5.1;4.4.1;2.3.3
R01648,2.6.1;2.7.2;2.3.1;5.3.1
R00868,1.1.1;1.3.1;1.8.1;1.16.1
R06610,1.1.1;1.3.1;1.8.1;1.16.1
R12221,5.4.2;5.4.1;5.4.99;3.2.1
R05795,2.3.1;2.1.1;2.5.1;4.4.1
R03154,2.8.3;2.3.1;3.1.2;2.7.8
R02329,2.7.1;2.4.2;2.7.7;2.7.6
R10932,2.6.1;2.7.2;2.3.1;5.3.1
R02147,2.4.2;2.4.1;3.2.2;3.5.4
R02306,2.5.1;5.5.1;5.3.3;5.3.99
R05716,1.8.1;1.1.1;1.16.1;1.3.1
R00875,1.1.1;1.8.1;1.3.1;1.16.1
R09893,5.5.1;2.5.1;4.2.3;3.1.3
R12349,3.2.1;5.1.3;2.4.1;5.4.1
R07066,1.14.13;1.6.3;1.14.12;1.14.14
R00376,2.7.1;2.4.2;2.7.7;2.7.6
R00763,3.1.3;3.6.1;3.1.7;4.2.3
R08047,1.7.1;1.6.2;1.8.1;1.1.1
R08899,3.1.3;3.6.1;3.1.7;4.2.3
R03942,1.1.1;1.3.1;1.8.1;1.16.1
R10760,3.1.3;3.6.1;4.2.3;3.1.7
R02928,1.1.1;1.3.1;1.8.1;2.3.1
R10365,2.5.1;5.3.99;4.4.1;2.1.1
R07082,3.3.2;1.13.11;3.7.1;5.4.4
R10870,4.2.2;3.2.1;3.2.2;4.3.3
R09850,2.7.4;2.7.1;2.7.7;2.4.2
R04361,3.1.3;2.4.1;3.6.1;2.7.8
R07404,6.1.1;2.7.7;2.4.2;2.7.2
R03918,1.2.1;1.5.1;1.1.1;1.17.1
R12568,2.4.2;2.7.8;2.7.1;3.6.1
R06941,1.1.1;1.3.1;1.8.1;1.7.1
R04537,4.2.1;2.3.1;4.4.1;5.4.4
R11363,-;1.14.13;1.14.15;5.1.3
R13014,1.6.3;1.14.13;1.13.12;4.99.1
R03104,1.1.1;1.3.1;1.8.1;1.16.1
R04315,2.7.7;2.4.2;6.1.1;3.1.2
R09592,2.7.1;2.4.2;2.7.7;2.7.4
R01003,3.1.3;3.6.1;3.1.7;4.2.3
R12213,2.1.1;2.3.1;2.5.1;4.4.1
R06805,2.4.1;2.4.2;3.6.1;3.1.3
R09834,3.2.1;3.1.1;2.4.1;2.4.2
R08186,3.1.2;2.8.3;3.1.1;2.3.1
R00431,4.4.1;4.1.99;4.3.1;4.2.1
R08115,1.13.11;3.3.2;1.14.99;1.2.1
R03542,3.5.5;5.4.4;3.5.1;4.2.1
R12515,3.1.1;2.3.1;3.1.2;3.5.1
R09665,2.4.1;2.4.2;2.7.8;3.6.1
R13055,5.1.2;5.2.1;5.1.3;5.3.3
R02649,2.7.2;2.7.4;2.7.1;6.2.1
R00449,1.13.12;1.14.13;1.4.3;1.6.3
R02992,3.1.1;2.3.1;3.1.2;3.5.1
R11586,2.3.1;3.1.2;2.8.3;3.1.1
R07951,4.2.1;4.4.1;5.4.4;1.14.14
R05384,4.5.1;4.1.99;3.8.1;4.4.1
R07311,4.1.1;4.4.1;2.5.1;4.2.1
R10508,5.5.1;2.5.1;5.3.3;2.1.1
R00955,2.7.1;2.7.6;2.7.4;3.1.3
R05372,3.5.99;3.8.1;4.5.1;3.5.4
R09730,2.5.1;5.3.99;4.4.1;2.2.1
R11030,2.7.7;6.5.1;2.4.2;1.17.1
R11891,2.7.4;7.5.2;7.4.2;7.6.2
R10367,1.14.13;1.6.3;4.1.99;1.14.14
R00114,1.4.1;1.5.1;6.3.5;2.6.1
R02191,3.2.1;3.1.2;2.3.1;3.1.1
R10563,1.1.1;1.3.1;1.2.1;1.8.1
R06921,-;1.14.13;1.14.12;1.1.1
R01358,-;2.3.1;3.1.1;1.1.1
R13011,1.13.11;1.14.99;1.2.3;1.6.3
R12472,2.4.1;2.7.8;3.1.3;3.6.1
