RPAIR,Score,EC,KO
RP13549,0.019,1.14.-.-,K11785
RP10201,0.017,1.14.14.1,K07412 K07415
RP10200,0.017,1.14.14.1,K07412 K07415
RP01909,0.017,4.2.3.16,K15088
RP05467,0.017,4.2.3.20,K15096
RP10228,0.017,1.14.14.1,K07415
RP05585,0.017,4.2.3.108,K07385
RP15064,0.016,4.2.3.60,K15802
RP11143,0.016,4.2.3.75,K10187 K15803
RP15063,0.016,4.2.3.55,K15794
RP15287,0.016,4.2.3.38,K14177
RP15053,0.016,4.2.3.59,K15796
RP15054,0.016,4.2.3.40,K15795
RP12985,0.016,4.2.3.56,K14186
RP12980,0.016,4.2.3.- 4.2.3.104,K14184
RP11144,0.016,4.2.3.22,K10187 K15803
RP15453,0.016,1.14.13.149,K02609 K02610 K02611 K02612 K02613
RP05354,0.016,4.2.3.120,K07384
RP05353,0.016,4.2.3.119,K07384
RP15747,0.015,4.2.3.130,K16188
RP01947,0.015,4.2.3.8,K12929
RP01904,0.015,4.2.3.10,K15097
RP12984,0.015,4.1.99.16 4.2.3.22,K10187
RP12978,0.015,4.2.3.57,K14184 K15808
RP13638,0.015,4.2.3.73,K14181
RP14980,0.015,4.2.3.61,K15804
RP02118,0.015,4.2.3.9,K14180
RP15048,0.015,4.2.3.76,K15806
RP11141,0.015,4.2.3.24,K14178
RP02117,0.015,4.2.3.6,K12249
RP02120,0.015,4.2.3.13,K14183
RP15066,0.015,4.2.3.67,K15809
RP14371,0.015,4.2.3.30,K14038
RP14370,0.015,4.2.3.29,K14037
RP09032,0.015,4.2.3.21,K14182
RP05498,0.014,4.2.3.32,K14041
RP02565,0.014,1.3.1.96 2.5.1.21,K00801
RP15377,0.014,2.5.1.96,K10208
RP05497,0.014,4.2.3.32,K14041
RP11452,0.014,2.5.1.32 2.5.1.99,K02291
RP03850,0.014,2.5.1.32,K02291
RP15038,0.013,4.2.3.50,K15798
RP14367,0.012,4.2.3.35,K14046
RP14360,0.012,4.2.3.44,K14042
RP12981,0.012,4.2.3.58,K14185
RP14374,0.012,4.2.3.43,K14047
RP05496,0.012,4.2.3.18,K12927
RP15046,0.012,4.2.3.69,K15799
RP14369,0.012,4.2.3.28,K14036
RP05499,0.012,4.2.3.32,K14041
RP02116,0.012,4.2.3.7,K12250
RP15068,0.012,4.2.3.70,K15807
RP14389,0.012,4.2.3.39,K14176
RP11146,0.012,4.2.3.37,K10156
RP09176,0.011,4.2.3.17,K12921
RP04693,0.011,4.2.3.19,K04121
RP15547,0.011,4.2.3.103,K16082
RP11369,0.010,,K09879
RP10678,0.010,4.3.3.6,K06215 K08681
RP15483,0.010,3.1.7.10,K16086
RP14366,0.010,4.2.3.34,K14045
RP11877,0.010,,K12928
RP11878,0.010,,K12928
RP10131,0.010,1.14.14.1,K07408 K07409 K07412 K07415 K07416 K07420
RP10130,0.010,1.14.14.1,K07408 K07409 K07412 K07415 K07416 K07420
RP11876,0.010,4.2.3.42,K12928
RP10225,0.010,1.14.14.1,K07408 K07409 K07412 K07415 K07416
RP10224,0.010,1.14.14.1,K07408 K07409 K07412 K07415 K07416
RP14364,0.010,4.2.3.33,K14044
RP15691,0.009,4.1.1.90,K10106
RP04742,0.009,4.1.1.90,K10106
RP14832,0.009,4.2.1.-,K05554
RP01643,0.009,4.2.1.118,K09483 K15652
RP03300,0.008,5.3.3.12,K01827
RP00722,0.008,1.14.13.40,K09461
RP14735,0.008,1.14.14.1,K07410
RP14835,0.008,4.2.1.-,K15884
RP09095,0.008,4.2.1.144,K16016
RP14838,0.008,4.2.1.-,K15884
RP14660,0.008,,K15928
RP10198,0.008,1.14.14.1,K07408 K07410 K07413 K07424
RP10197,0.007,1.14.14.1,K07408 K07410 K07413 K07424
RP01056,0.007,4.2.1.51 4.2.1.91,K01713 K04518 K05359 K14170
RP00334,0.007,1.3.1.12 1.3.1.13,K00210 K00211 K00220 K04517 K14187
RP01465,0.007,4.2.1.51 4.2.1.91,K01713 K04518 K05359 K14170
RP00623,0.007,1.3.1.43 1.3.1.78 1.3.1.79,K00220 K15226 K15227
RP11370,0.007,,K09879
RP12045,0.007,,K09879
RP01215,0.007,4.1.3.27,K01656 K01657 K01658 K13497 K13501 K13503
RP11571,0.007,,K09879
RP14448,0.007,1.14.-.-,K14252
RP05075,0.007,1.14.-.-,K14252
RP15719,0.007,2.1.1.-,K12502
