RPAIR,Score,EC,KO
RP04026,0.107,4.2.2.6,K01730
RP02152,0.053,4.2.2.2 4.2.2.9,K01728
RP10987,0.047,,K12449
RP01154,0.044,5.3.1.5,K01805
RP01736,0.043,5.3.1.4,K01804
RP01508,0.043,5.3.1.5,K01805
RP01891,0.042,5.3.1.12,K01812
RP01545,0.042,5.3.1.12,K01812
RP01780,0.041,5.3.1.8,K01809 K15916 K16011
RP02869,0.041,5.3.1.26,K01819
RP14213,0.041,5.3.1.6,K01808
RP02454,0.041,5.3.1.9,K01810 K06859 K13810 K15916
RP02940,0.041,5.3.1.9,K01810 K06859 K13810 K15916
RP13006,0.037,5.3.1.-,K02080
RP00434,0.037,2.6.1.16 3.5.99.6,K00820 K02564 K12410
