RPAIR,Score,EC,KO
RP03722,0.450,2.7.1.24,K00859 K02318
RP04532,0.447,2.7.1.25,K00860 K00955 K13811
RP00446,0.443,2.7.1.25 3.1.3.7,K00860 K00955 K01082 K13811 K15422 K15759
RP01596,0.408,3.1.3.6,K08693
RP02000,0.396,3.1.3.6,K08693
RP02160,0.354,3.1.3.6,K08693
RP01814,0.351,3.1.3.6,K08693
RP05043,0.331,3.1.7.2,K01139
RP00894,0.329,2.7.6.5,K00951 K07816
RP00645,0.281,2.7.1.23 3.1.3.-,K00858
RP14681,0.267,2.7.7.72,K00974 K07558
RP14683,0.245,2.7.7.72,K00974 K07558
RP05253,0.244,2.7.1.167,K03272
RP15308,0.244,2.7.1.168,K07031
RP02947,0.240,3.1.3.64,K01108
RP10355,0.239,2.5.1.17,K00798 K04032
RP03773,0.236,2.7.1.100,K00899
RP11347,0.236,3.1.3.-,K10047
RP00303,0.236,2.7.1.41 3.1.3.10,K01085 K05344
RP01302,0.236,2.7.1.6,K00849
RP02804,0.235,2.7.1.52 2.7.1.69,K02771 K05305 K11194 K11195 K11196
RP03010,0.235,3.1.3.57,K01107 K15422
RP00667,0.235,2.7.1.137 3.1.3.64,K00914 K01108 K02649
RP03041,0.234,3.1.3.57,K01107 K15422
RP04823,0.232,2.7.8.26,K02233
RP15600,0.232,2.7.1.175,K16146
RP02980,0.231,2.7.1.67,K00888 K13711
RP03003,0.231,2.7.1.65,K04339
RP01732,0.229,2.7.1.46,K12446
RP00521,0.229,3.1.3.25,K01092 K10047 K15759
RP01349,0.229,3.1.3.25,K01092 K10047 K15759
RP01350,0.229,3.1.3.25,K01092 K10047 K15759
RP14679,0.221,2.7.7.72,K00974 K07558
RP05392,0.220,2.7.1.150,K00921
RP04013,0.220,3.1.3.66,K01109
RP03011,0.219,3.1.3.56,K01106
RP14118,0.217,2.7.1.162,K13059
RP05383,0.216,2.7.1.154 3.1.3.64,K00923 K01108 K02649
RP03083,0.216,2.7.1.68 3.1.3.36,K00889 K01099 K13712
RP02189,0.215,2.7.1.71,K00891 K13829 K13830
RP11501,0.213,3.1.3.66,K01109
RP05393,0.213,2.7.1.149 3.1.3.78,K00920 K13084 K13085
RP00399,0.205,2.7.1.72 3.1.3.39,K04342 K04343 K12570
RP03043,0.205,2.7.1.159,K00913
RP00678,0.196,2.7.1.127 3.1.3.62,K00911 K03103
RP04189,0.196,2.7.1.153 3.1.3.67,K00922 K01110 K02649
RP00677,0.196,2.7.1.159 3.1.3.56,K00913 K01106
RP15428,0.196,3.1.3.86,K03084 K15909
RP05391,0.179,2.7.1.151,K00328 K00915
RP03093,0.179,2.7.1.134,K00913
RP01255,0.178,2.7.6.1,K00948
RP05390,0.168,2.7.1.151,K00328 K00915
RP15855,0.165,2.7.1.151,K00328 K00915
RP01765,0.163,2.7.8.11,K00999
RP13559,0.154,4.2.3.124,K13546
RP09105,0.153,,K16017
RP03092,0.150,2.7.1.140,K00915
RP13557,0.150,2.4.1.17 3.2.1.-,K00699
RP15445,0.138,3.6.1.57,K15897
RP02990,0.137,3.1.3.62 3.1.3.8,K01083
RP02991,0.137,3.1.3.26 3.1.3.62,K01093
RP04800,0.137,2.7.1.158,K10572
