RPAIR,Score,EC,KO
RP03918,0.059,4.2.3.12,K01737
RP11090,0.054,4.2.3.25,K15086
RP11089,0.054,4.2.3.26,K15087
RP05467,0.054,4.2.3.20,K15096
RP01909,0.054,4.2.3.16,K15088
RP12982,0.053,4.2.3.48,K14175
RP15051,0.053,4.2.3.49,K15793
RP11142,0.053,4.2.3.23,K14179
RP05585,0.052,4.2.3.108,K07385
RP15064,0.052,4.2.3.60,K15802
RP11143,0.052,4.2.3.75,K10187 K15803
RP12979,0.052,4.2.3.71,K15801
RP15063,0.052,4.2.3.55,K15794
RP15287,0.051,4.2.3.38,K14177
RP15053,0.051,4.2.3.59,K15796
RP15054,0.051,4.2.3.40,K15795
RP12985,0.051,4.2.3.56,K14186
RP12980,0.051,4.2.3.- 4.2.3.104,K14184
RP11144,0.051,4.2.3.22,K10187 K15803
RP05354,0.048,4.2.3.120,K07384
RP05353,0.047,4.2.3.119,K07384
RP15747,0.046,4.2.3.130,K16188
RP01947,0.046,4.2.3.8,K12929
RP01904,0.046,4.2.3.10,K15097
RP12984,0.045,4.1.99.16 4.2.3.22,K10187
RP12978,0.045,4.2.3.57,K14184 K15808
RP13638,0.044,4.2.3.73,K14181
RP02118,0.044,4.2.3.9,K14180
RP14980,0.044,4.2.3.61,K15804
RP15048,0.044,4.2.3.76,K15806
RP11141,0.043,4.2.3.24,K14178
RP02117,0.043,4.2.3.6,K12249
RP02120,0.043,4.2.3.13,K14183
RP14371,0.042,4.2.3.30,K14038
RP15066,0.042,4.2.3.67,K15809
RP14370,0.042,4.2.3.29,K14037
RP09032,0.042,4.2.3.21,K14182
RP05498,0.041,4.2.3.32,K14041
RP02565,0.041,1.3.1.96 2.5.1.21,K00801
RP15377,0.041,2.5.1.96,K10208
RP05497,0.040,4.2.3.32,K14041
RP03850,0.038,2.5.1.32,K02291
RP11452,0.038,2.5.1.32 2.5.1.99,K02291
RP15038,0.037,4.2.3.50,K15798
RP10678,0.036,4.3.3.6,K06215 K08681
RP14360,0.033,4.2.3.44,K14042
RP14367,0.033,4.2.3.35,K14046
RP12981,0.033,4.2.3.58,K14185
RP14374,0.033,4.2.3.43,K14047
RP05496,0.033,4.2.3.18,K12927
RP12780,0.032,1.11.1.21 1.11.1.6,K03781 K03782
RP09093,0.032,,K16020
RP02749,0.032,4.2.3.4,K01735 K13829 K13830
RP15046,0.032,4.2.3.69,K15799
RP14369,0.032,4.2.3.28,K14036
RP13558,0.031,4.2.3.124,K13546
RP05499,0.031,4.2.3.32,K14041
RP02116,0.031,4.2.3.7,K12250
RP15068,0.031,4.2.3.70,K15807
RP14389,0.030,4.2.3.39,K14176
RP09176,0.029,4.2.3.17,K12921
RP01787,0.028,2.2.1.2,K00616 K13810
RP15837,0.027,2.2.1.11,K16305
RP04693,0.027,4.2.3.19,K04121
RP15547,0.027,4.2.3.103,K16082
RP15483,0.026,3.1.7.10,K16086
RP11877,0.025,,K12928
RP14366,0.025,4.2.3.34,K14045
RP11878,0.025,,K12928
RP11876,0.024,4.2.3.42,K12928
RP14364,0.024,4.2.3.33,K14044
RP14031,0.019,4.1.99.-,K11782
