RPAIR,Score,EC,KO
RP02296,0.546,1.1.1.208,K15095
RP02021,0.546,1.1.1.207,K15094
RP02892,0.456,1.1.1.223,K15090
RP02771,0.452,1.1.1.243,K14730 K14732
RP05465,0.452,1.1.1.275,K12466
RP02054,0.398,1.1.1.245 1.1.1.90,K00055
RP00250,0.388,1.10.3.3 1.10.99.3 1.11.1.11 1.14.17.1 1.14.17.4 1.3.2.3,K00225 K00423 K00434 K00503 K05933 K09839
RP14985,0.386,1.14.13.121,K15472
RP11697,0.376,1.1.1.-,K07538
RP02594,0.374,1.1.1.236,K05354
RP02541,0.374,1.1.1.206,K08081
RP11799,0.366,1.1.1.-,K07535
RP02823,0.333,1.1.3.8,K00103
RP01025,0.331,1.1.3.8,K00103
RP00577,0.314,1.1.1.25 1.1.1.282 1.1.5.8,K00014 K05358 K05887 K13830 K13832
RP14221,0.305,1.1.1.329 1.1.99.38,K13548 K13549
RP02493,0.304,4.2.1.44,K03335
RP11658,0.303,4.2.1.100,K07537
RP00555,0.301,1.1.1.24 1.1.1.282 1.1.5.8,K05358 K05887 K09484
RP05605,0.299,,K13322
RP14208,0.298,5.3.1.-,K13324
RP13235,0.297,1.1.1.1,K00001 K00121 K13951 K13952 K13953 K13980
RP13890,0.284,4.3.1.-,K13309
RP14829,0.281,1.1.1.-,K12420
RP09471,0.281,,K16439
RP05600,0.281,1.1.1.-,K13318
RP00350,0.280,1.1.1.51 1.1.1.62,K00044 K05296 K10251 K13368 K13369 K13370 K13373
RP00777,0.269,1.1.1.62,K00044 K10251 K13368 K13369 K13370 K13373
RP05598,0.269,,K13319
RP15613,0.261,5.3.99.-,K06606
RP13708,0.260,1.1.1.341 4.2.1.-,K12455
RP03894,0.260,1.1.1.342,K12453
RP13707,0.260,1.1.1.-,K15858
RP14200,0.255,1.1.1.-,K12451
RP02510,0.253,1.1.1.188,K04119
RP02491,0.251,1.1.1.133,K00067
RP05291,0.251,1.1.1.266,K13306
RP05602,0.251,,K13313
RP05080,0.250,1.14.11.21,K12675
RP14034,0.250,,K13323
RP05594,0.250,,K13327
RP05593,0.250,,K13315
RP00321,0.247,1.1.5.2 1.1.99.10 1.1.99.35,K00115 K00117
RP00184,0.247,1.1.1.47,K00034
RP09470,0.242,,K16438
RP04335,0.242,1.1.1.248,K13392
RP00348,0.241,1.1.1.121 1.1.1.175 1.1.1.179,K00078 K14273
RP02322,0.241,1.1.1.184 1.1.1.189,K00079 K00081 K00084
RP05663,0.240,4.2.1.46,K01710
RP09025,0.238,,K16015
RP05592,0.235,,K13314 K16435
RP15190,0.234,4.2.1.115,K15894
RP03015,0.233,1.3.1.42,K05894
RP05604,0.231,,K13321
RP00554,0.231,1.3.2.3 1.3.3.12,K00225 K05276
RP15844,0.231,1.1.3.8,K00103
RP13642,0.229,1.1.1.-,K12451
RP05597,0.227,,K13316
RP05296,0.227,1.1.1.271,K02377
RP02450,0.224,1.1.1.49,K00036 K13937
RP02202,0.222,4.2.1.45,K01709
RP04566,0.221,4.2.1.76,K12450
RP14830,0.220,1.1.1.-,K15883
RP00673,0.218,1.1.1.187 1.1.1.281,K15856
RP13706,0.216,5.1.3.-,K15857
RP15612,0.214,1.1.1.18,K00010
RP15614,0.214,1.1.1.-,K16043 K16044
RP01347,0.214,1.1.1.18,K00010
RP05599,0.213,2.1.1.-,K13317
RP01158,0.210,4.2.1.47,K01711
RP05266,0.210,,K03335
RP05664,0.209,5.1.3.13,K01790
RP14831,0.208,1.1.1.-,K15883
RP01629,0.206,5.1.3.3,K01785 K15917
RP15952,0.205,1.1.1.335,K13016 K13020
RP05601,0.205,,K13312
RP15670,0.203,2.1.3.-,K16035
RP14582,0.200,1.1.3.-,K15949
RP14621,0.200,1.14.13.106,K12645
RP14618,0.200,1.14.13.106,K12645
RP10163,0.200,5.3.3.4,K03464
RP03895,0.198,5.1.3.10,K12454
RP13643,0.194,1.1.1.- 5.1.3.-,K12451
RP10990,0.193,1.1.1.305,K10011
RP09565,0.193,,K12721
RP00698,0.192,1.1.1.218,K03378
RP04720,0.192,1.1.1.247,K13394
RP11539,0.190,1.1.1.270,K09827 K13373
RP02453,0.189,5.1.3.15 5.3.1.9,K01792 K01810 K06859 K13810 K15916
RP15618,0.187,1.1.1.51,K05296
RP00381,0.186,1.1.1.209 1.1.1.213 1.1.1.50,K00037
RP15617,0.186,1.1.1.51,K05296
RP00788,0.186,1.1.1.50,K00037
RP00748,0.186,1.1.1.152 1.1.1.50,K00037
RP14149,0.186,1.1.1.213,K00089 K04119
RP00793,0.185,1.1.1.50,K00037
RP00786,0.185,1.1.1.50,K00037
RP00789,0.185,1.1.1.50,K00037
RP09296,0.185,,K12710 K12716
RP00790,0.185,1.1.1.50,K00037
RP03963,0.185,1.1.1.50,K00037
RP14146,0.184,1.1.1.213,K00089 K04119
RP00794,0.184,1.1.1.50,K00037
RP14145,0.184,1.1.1.213,K00089 K04119
RP00791,0.184,1.1.1.50,K00037
RP11993,0.183,1.14.-.-,K09589
RP02161,0.183,1.1.3.16,K10724
RP12004,0.182,1.14.-.-,K09589
RP14583,0.182,1.3.3.-,K15949
RP05634,0.180,,K14373
RP09136,0.179,1.1.1.50,K00037
RP05635,0.179,,K14373
RP05632,0.178,,K14373
RP05633,0.178,,K14373
RP11910,0.170,,K14628 K14629
RP02659,0.169,5.1.3.2,K01784
