RPAIR,Score,EC,KO
RP11258,0.141,4.1.1.86,K13745
RP01043,0.137,4.1.1.17,K01581
RP00913,0.134,4.1.1.18,K01582
RP14329,0.133,4.1.1.-,K13747
RP14331,0.133,4.1.1.-,K13747
RP00987,0.130,4.1.1.19,K01583 K01584 K01585 K02626
RP14247,0.128,4.1.1.95,K13560
RP04461,0.125,4.1.1.15,K01580
RP00907,0.123,4.1.1.20,K01586 K12526
RP00936,0.102,4.1.1.11 4.1.1.15,K01579 K01580
RP02237,0.102,4.1.1.15 4.1.1.29,K01580 K01594
RP09011,0.095,4.1.1.81,K04720
RP03935,0.093,4.1.1.50,K01611
RP01687,0.089,4.1.1.15 4.1.1.29,K01580 K01594
RP01341,0.085,4.1.1.22 4.1.1.28,K01590 K01593
RP01941,0.083,4.1.1.65,K01613
RP01059,0.081,4.1.1.28 4.1.1.53,K01593
RP04513,0.080,4.1.1.28,K01593
RP02900,0.079,4.1.1.36,K01598 K13038
RP01073,0.077,4.1.1.25 4.1.1.28,K01592 K01593
RP01958,0.076,4.1.1.25 4.1.1.28,K01592 K01593
RP01858,0.075,1.1.1.87,K05824 K10978
RP12600,0.072,4.1.1.90,K10106
RP00264,0.068,2.1.3.1 4.1.1.41 6.4.1.3,K01964 K01965 K01966 K03416 K11264 K15036 K15037 K15052
RP04494,0.059,1.1.1.42,K00031
RP11713,0.059,1.1.1.262,K00097
RP00875,0.059,4.1.1.12,K09758
RP01053,0.056,4.1.1.28,K01593
RP02419,0.055,4.1.1.28,K01593
RP12674,0.049,,K15988
RP01404,0.045,2.3.1.50,K00654
RP10621,0.044,,K16000 K16001 K16002
