RPAIR,Score,EC,KO
RP00454,1.000,2.4.2.2 3.2.2.8,K00756 K10213
RP00416,0.853,2.4.2.2 2.4.2.3 3.2.2.3,K00756 K00757 K01240
RP13156,0.805,2.4.2.3,K00757
RP00166,0.774,2.4.2.1 2.4.2.2 2.4.2.23 2.4.2.4,K00756 K00758 K03783 K03784
RP13154,0.764,2.4.2.4,K00758
RP00631,0.739,2.4.2.1 3.2.2.1 3.2.2.3,K01239 K01240 K03783 K03784
RP00522,0.731,2.4.2.2 2.4.2.4 2.4.2.6,K00756 K00758 K08728
RP13152,0.731,2.4.2.4,K00758
RP01202,0.699,2.4.2.9,K00761 K02825
RP02111,0.699,2.4.2.1 3.2.2.3,K01240 K03783 K03784
RP13157,0.665,2.4.2.10,K13421
RP00627,0.609,2.4.2.12,K03462
RP01810,0.590,2.4.2.10,K00762 K13421
RP00596,0.588,2.4.2.1 3.2.2.1 3.2.2.7 3.2.2.8,K01239 K03783 K03784 K10213
RP00185,0.587,2.4.2.1 2.4.2.15 3.2.2.1 3.2.2.8,K01239 K03783 K03784 K10213
RP00331,0.580,2.4.2.21 6.3.4.21,K00763 K00768
RP13153,0.571,1.14.14.1,K07411
RP00175,0.565,2.4.2.1 2.4.2.15 3.2.2.1 3.2.2.2 3.2.2.8,K01239 K03783 K03784 K10213
RP11966,0.563,2.4.2.1,K03783 K03784
RP00082,0.553,3.2.2.5 3.2.2.6 3.5.1.-,K01242 K11121
RP00318,0.552,2.4.2.28 3.2.2.16 3.2.2.9,K00772 K01243 K01244
RP01880,0.547,2.4.2.1 2.4.2.4,K03783 K03784
RP02306,0.546,2.4.2.1,K03783 K03784
RP04020,0.546,2.4.2.7,K00759
RP04157,0.542,3.2.2.9,K01243
RP00504,0.536,2.4.2.- 2.4.2.1 3.2.2.1,K01239 K03783 K03784 K03815
RP02466,0.526,2.4.2.1 2.4.2.4,K03783 K03784
RP01369,0.525,2.4.2.22 2.4.2.7 2.4.2.8,K00759 K00760 K00769 K03816 K15780
RP00861,0.525,2.4.2.7 2.4.2.8 3.2.2.4,K00759 K00760 K01241
RP16127,0.523,2.4.2.1,K03783 K03784
RP13151,0.514,2.4.2.8,K00760
RP03626,0.510,3.2.2.5 3.2.2.6,K01242
RP13546,0.508,3.2.2.26,K11783
RP02963,0.508,2.4.2.19,K00767
RP14754,0.505,2.4.1.17,K00699
RP00470,0.504,2.4.2.8,K00760 K15780
RP11113,0.495,2.4.1.-,K13493
RP15164,0.486,2.4.2.52 2.7.8.37,K05780 K05966 K06164 K06165 K06166 K13927 K13930
RP13031,0.486,2.4.2.8,K00760
RP01995,0.481,2.4.2.22 2.4.2.8,K00760 K00769 K03816 K15780
RP13245,0.421,2.4.2.8,K00760
RP03411,0.402,2.4.2.29,K00773 K15407
RP01276,0.375,2.4.2.17,K00765 K02502
