RPAIR,Score,EC,KO
RP02963,0.426,2.4.2.19,K00767
RP13245,0.409,2.4.2.8,K00760
RP13033,0.201,1.17.3.2,K00106
RP01384,0.180,3.5.4.2,K01486
RP01682,0.176,3.5.4.3,K01487
RP00380,0.166,1.17.1.4 1.17.3.2,K00087 K00106 K11177 K11178 K13479 K13480 K13481 K13482 K13483
RP02305,0.165,3.5.4.4,K01488
RP01594,0.163,3.5.4.4,K01488
RP00573,0.161,6.3.5.2,K01951
RP03973,0.161,3.5.4.17 3.5.4.6,K01490
RP00569,0.158,1.17.1.4 1.17.3.2,K00087 K00106 K11177 K11178 K13479 K13480 K13481 K13482 K13483
RP13056,0.157,1.1.1.205,K00088
RP12176,0.156,1.17.3.2,K00106
RP12175,0.155,1.17.3.2,K00106
RP13247,0.155,6.3.5.2,K01951
RP01325,0.153,6.3.4.4,K01939
RP01321,0.152,1.1.1.205,K00088
RP01207,0.150,3.5.4.1,K01485
RP11719,0.150,1.17.3.2,K00106
RP11918,0.148,1.14.14.1 1.17.3.2,K00106 K07409 K07411
RP01490,0.148,3.5.4.1,K01485
RP12780,0.141,1.11.1.21 1.11.1.6,K03781 K03782
RP03713,0.140,1.2.3.1,K00157
RP14672,0.133,,K14655
RP16138,0.132,3.5.4.33,K11991
RP16141,0.132,3.5.4.34,K15440
RP02251,0.128,3.5.4.5,K01489 K10989
RP03069,0.128,3.5.4.26,K01498 K11752
