RPAIR,Score,EC,KO
RP12575,0.267,2.1.1.43 2.1.1.59 2.1.1.60,K06101 K09186 K09187 K09188 K09189 K11419 K11420 K11421 K11422 K11423 K11424 K11425 K11427 K11428 K11429 K11431 K11433 K14959 K15588
RP02564,0.153,1.5.3.16 1.5.3.17 2.5.1.16 2.5.1.22,K00797 K00802 K12259 K13367
RP01332,0.149,2.1.1.53,K05353
RP01297,0.144,4.3.2.1,K01755 K14681
RP14783,0.133,1.5.3.13 1.5.3.17,K00308 K13367
RP13022,0.114,2.5.1.16,K00797
RP01843,0.096,1.5.3.17 2.5.1.16,K00797 K13367
RP01817,0.093,2.1.1.2,K00542
RP10848,0.091,2.5.1.66,K12673
RP00468,0.085,2.5.1.44,K00808
RP14318,0.081,1.5.3.13 1.5.3.17,K00308 K13367
