RPAIR,Score,EC,KO
RP11138,0.231,2.5.1.21,K00801
RP15076,0.206,2.5.1.92,K15887
RP15708,0.203,2.5.1.87,K11778
RP01674,0.194,2.5.1.1,K00787 K00795 K00804 K13787 K13789 K14066
RP15663,0.194,2.5.1.89,K15888
RP01903,0.193,2.5.1.10,K00787 K00795 K00804 K13787 K13789
RP12956,0.193,2.5.1.68,K12503
RP01946,0.192,2.5.1.29,K00804 K13787 K13789
RP15711,0.188,2.5.1.31,K00806
RP09335,0.177,2.5.1.-,K02548
RP05218,0.158,2.5.1.74,K02548
RP09833,0.153,,K12707
RP11481,0.153,2.5.1.84 2.5.1.85,K05356
RP14262,0.151,2.5.1.93,K13565
RP08405,0.151,2.5.1.- 2.5.1.39,K03179 K06125
RP09226,0.141,2.5.1.-,K06125
RP11557,0.131,2.5.1.-,K09833
RP05214,0.128,2.5.1.-,K03179
RP13776,0.122,2.5.1.-,K12501
RP11470,0.121,2.5.1.39,K06125
RP14824,0.108,2.5.1.-,K02257 K02301
RP16290,0.094,2.5.1.106,K14132
