RPAIR,Score,EC,KO
RP03253,1.000,1.14.11.9,K00475
RP09282,0.978,1.14.11.9,K00475
RP02221,0.972,1.14.11.9,K00475
RP11307,0.969,1.14.11.9,K00475
RP11804,0.929,1.14.11.9,K00475
RP11787,0.917,1.14.11.9,K00475
RP09070,0.654,1.17.1.3,K13081
RP09073,0.654,1.17.1.3,K13081
RP09060,0.627,1.17.1.3,K13081
RP09229,0.567,1.14.13.28,K13261
RP10273,0.396,2.5.1.18,K00799 K13299
RP10270,0.379,3.3.2.9,K01253
RP14718,0.340,1.14.14.1,K07409
RP10182,0.339,3.3.2.9,K01253
RP10183,0.339,3.3.2.9,K01253
RP11831,0.306,1.14.13.138,K13224
