RPAIR,Score,EC,KO
RP02021,0.629,1.1.1.207,K15094
RP02296,0.629,1.1.1.208,K15095
RP02892,0.426,1.1.1.223,K15090
RP14985,0.404,1.14.13.121,K15472
RP05465,0.403,1.1.1.275,K12466
RP02771,0.403,1.1.1.243,K14730 K14732
RP00250,0.392,1.10.3.3 1.10.99.3 1.11.1.11 1.14.17.1 1.14.17.4 1.3.2.3,K00225 K00423 K00434 K00503 K05933 K09839
RP02541,0.379,1.1.1.206,K08081
RP02594,0.379,1.1.1.236,K05354
RP02054,0.367,1.1.1.245 1.1.1.90,K00055
RP11799,0.347,1.1.1.-,K07535
RP02823,0.342,1.1.3.8,K00103
RP11697,0.340,1.1.1.-,K07538
RP01025,0.332,1.1.3.8,K00103
RP09471,0.327,,K16439
RP05600,0.327,1.1.1.-,K13318
RP05605,0.323,,K13322
RP14208,0.316,5.3.1.-,K13324
RP13890,0.309,4.3.1.-,K13309
RP00577,0.305,1.1.1.25 1.1.1.282 1.1.5.8,K00014 K05358 K05887 K13830 K13832
RP14221,0.303,1.1.1.329 1.1.99.38,K13548 K13549
RP00555,0.295,1.1.1.24 1.1.1.282 1.1.5.8,K05358 K05887 K09484
RP05598,0.294,,K13319
RP14829,0.293,1.1.1.-,K12420
RP00350,0.291,1.1.1.51 1.1.1.62,K00044 K05296 K10251 K13368 K13369 K13370 K13373
RP02493,0.291,4.2.1.44,K03335
RP09470,0.290,,K16438
RP14200,0.288,1.1.1.-,K12451
RP03894,0.288,1.1.1.342,K12453
RP13708,0.288,1.1.1.341 4.2.1.-,K12455
RP13707,0.288,1.1.1.-,K15858
RP13235,0.283,1.1.1.1,K00001 K00121 K13951 K13952 K13953 K13980
RP11658,0.283,4.2.1.100,K07537
RP00777,0.282,1.1.1.62,K00044 K10251 K13368 K13369 K13370 K13373
RP05291,0.279,1.1.1.266,K13306
RP05602,0.279,,K13313
RP02491,0.279,1.1.1.133,K00067
RP05663,0.273,4.2.1.46,K01710
RP05594,0.268,,K13327
RP14034,0.268,,K13323
RP05593,0.268,,K13315
RP09025,0.267,,K16015
RP00184,0.265,1.1.1.47,K00034
RP00321,0.265,1.1.5.2 1.1.99.10 1.1.99.35,K00115 K00117
RP15190,0.265,4.2.1.115,K15894
RP03015,0.259,1.3.1.42,K05894
RP13642,0.258,1.1.1.-,K12451
RP15613,0.258,5.3.99.-,K06606
RP05296,0.258,1.1.1.271,K02377
RP05604,0.255,,K13321
RP02202,0.255,4.2.1.45,K01709
RP04566,0.253,4.2.1.76,K12450
RP05592,0.252,,K13314 K16435
RP05597,0.251,,K13316
RP02510,0.247,1.1.1.188,K04119
RP00673,0.245,1.1.1.187 1.1.1.281,K15856
RP02322,0.244,1.1.1.184 1.1.1.189,K00079 K00081 K00084
RP13706,0.244,5.1.3.-,K15857
RP01158,0.241,4.2.1.47,K01711
RP05080,0.241,1.14.11.21,K12675
RP02450,0.241,1.1.1.49,K00036 K13937
RP04335,0.238,1.1.1.248,K13392
RP15844,0.236,1.1.3.8,K00103
RP00554,0.236,1.3.2.3 1.3.3.12,K00225 K05276
RP00348,0.233,1.1.1.121 1.1.1.175 1.1.1.179,K00078 K14273
RP14830,0.231,1.1.1.-,K15883
RP05664,0.230,5.1.3.13,K01790
RP05599,0.230,2.1.1.-,K13317
RP14582,0.228,1.1.3.-,K15949
RP05601,0.224,,K13312
RP01629,0.224,5.1.3.3,K01785 K15917
RP03895,0.223,5.1.3.10,K12454
RP14618,0.222,1.14.13.106,K12645
RP14621,0.222,1.14.13.106,K12645
RP01347,0.219,1.1.1.18,K00010
RP15612,0.219,1.1.1.18,K00010
RP15614,0.219,1.1.1.-,K16043 K16044
RP14831,0.218,1.1.1.-,K15883
RP15670,0.216,2.1.3.-,K16035
RP13643,0.216,1.1.1.- 5.1.3.-,K12451
RP15952,0.211,1.1.1.335,K13016 K13020
RP10163,0.211,5.3.3.4,K03464
RP11539,0.208,1.1.1.270,K09827 K13373
RP09296,0.208,,K12710 K12716
RP02453,0.207,5.1.3.15 5.3.1.9,K01792 K01810 K06859 K13810 K15916
RP14583,0.205,1.3.3.-,K15949
RP05266,0.203,,K03335
RP00698,0.199,1.1.1.218,K03378
RP11910,0.199,,K14628 K14629
RP04720,0.198,1.1.1.247,K13394
RP15618,0.196,1.1.1.51,K05296
RP00789,0.195,1.1.1.50,K00037
RP15617,0.195,1.1.1.51,K05296
RP00748,0.195,1.1.1.152 1.1.1.50,K00037
RP00381,0.195,1.1.1.209 1.1.1.213 1.1.1.50,K00037
RP00790,0.195,1.1.1.50,K00037
RP00788,0.195,1.1.1.50,K00037
RP10990,0.195,1.1.1.305,K10011
RP14149,0.195,1.1.1.213,K00089 K04119
RP05634,0.194,,K14373
RP00791,0.194,1.1.1.50,K00037
RP00786,0.194,1.1.1.50,K00037
RP03963,0.194,1.1.1.50,K00037
RP00793,0.194,1.1.1.50,K00037
RP14146,0.193,1.1.1.213,K00089 K04119
RP00794,0.193,1.1.1.50,K00037
RP14145,0.193,1.1.1.213,K00089 K04119
RP05632,0.193,,K14373
RP05635,0.192,,K14373
RP11993,0.192,1.14.-.-,K09589
RP05633,0.191,,K14373
RP12004,0.191,1.14.-.-,K09589
RP14563,0.189,4.2.1.-,K05556 K14626 K14627
