RPAIR,Score,EC,KO
RP10678,0.027,4.3.3.6,K06215 K08681
RP01909,0.013,4.2.3.16,K15088
RP05467,0.013,4.2.3.20,K15096
RP05585,0.012,4.2.3.108,K07385
RP11143,0.012,4.2.3.75,K10187 K15803
RP15063,0.012,4.2.3.55,K15794
RP15287,0.012,4.2.3.38,K14177
RP15053,0.012,4.2.3.59,K15796
RP15054,0.012,4.2.3.40,K15795
RP12985,0.012,4.2.3.56,K14186
RP11144,0.012,4.2.3.22,K10187 K15803
RP05354,0.012,4.2.3.120,K07384
RP05353,0.012,4.2.3.119,K07384
RP15747,0.011,4.2.3.130,K16188
RP01904,0.011,4.2.3.10,K15097
RP12984,0.011,4.1.99.16 4.2.3.22,K10187
RP12978,0.011,4.2.3.57,K14184 K15808
RP13638,0.011,4.2.3.73,K14181
RP02118,0.011,4.2.3.9,K14180
RP14980,0.011,4.2.3.61,K15804
RP15048,0.011,4.2.3.76,K15806
RP11141,0.011,4.2.3.24,K14178
RP02117,0.011,4.2.3.6,K12249
RP02120,0.011,4.2.3.13,K14183
RP15066,0.010,4.2.3.67,K15809
RP09032,0.010,4.2.3.21,K14182
RP02565,0.010,1.3.1.96 2.5.1.21,K00801
RP15377,0.010,2.5.1.96,K10208
RP05497,0.010,4.2.3.32,K14041
RP11452,0.009,2.5.1.32 2.5.1.99,K02291
RP03850,0.009,2.5.1.32,K02291
RP15038,0.009,4.2.3.50,K15798
