RPAIR,Score,EC,KO
RP04589,0.080,1.-.-.- 3.2.1.31,K01195
RP03918,0.071,4.2.3.12,K01737
RP14864,0.055,4.1.99.16,K10187
RP01909,0.054,4.2.3.16,K15088
RP05467,0.054,4.2.3.20,K15096
RP15452,0.051,5.3.3.18,K15866
RP05585,0.051,4.2.3.108,K07385
RP15064,0.051,4.2.3.60,K15802
RP11143,0.051,4.2.3.75,K10187 K15803
RP15063,0.051,4.2.3.55,K15794
RP15287,0.050,4.2.3.38,K14177
RP15053,0.050,4.2.3.59,K15796
RP15054,0.050,4.2.3.40,K15795
RP12985,0.050,4.2.3.56,K14186
RP12980,0.049,4.2.3.- 4.2.3.104,K14184
RP11144,0.049,4.2.3.22,K10187 K15803
RP05354,0.045,4.2.3.120,K07384
RP05353,0.043,4.2.3.119,K07384
RP12999,0.042,1.14.14.1,K07411 K07412 K07424
RP15747,0.041,4.2.3.130,K16188
RP01947,0.041,4.2.3.8,K12929
RP01904,0.041,4.2.3.10,K15097
RP12984,0.040,4.1.99.16 4.2.3.22,K10187
RP12978,0.040,4.2.3.57,K14184 K15808
RP13638,0.039,4.2.3.73,K14181
RP03084,0.039,4.1.1.44,K01607 K14727
RP14367,0.039,4.2.3.35,K14046
RP14360,0.039,4.2.3.44,K14042
RP02118,0.039,4.2.3.9,K14180
RP14980,0.039,4.2.3.61,K15804
RP15048,0.038,4.2.3.76,K15806
RP10987,0.038,,K12449
RP05499,0.038,4.2.3.32,K14041
RP13558,0.038,4.2.3.124,K13546
RP11141,0.038,4.2.3.24,K14178
RP05496,0.038,4.2.3.18,K12927
RP02117,0.038,4.2.3.6,K12249
RP05605,0.037,,K13322
RP02120,0.037,4.2.3.13,K14183
RP04903,0.037,1.14.20.1,K12744
RP14369,0.036,4.2.3.28,K14036
RP14370,0.036,4.2.3.29,K14037
RP14371,0.036,4.2.3.30,K14038
RP15066,0.036,4.2.3.67,K15809
RP09032,0.036,4.2.3.21,K14182
RP11404,0.036,1.3.1.82,K15091
RP04829,0.036,,K12746
RP13065,0.036,4.2.99.20,K08680 K14759
RP13549,0.035,1.14.-.-,K11785
RP11798,0.035,1.3.-.-,K04117
RP05498,0.035,4.2.3.32,K14041
RP02565,0.035,1.3.1.96 2.5.1.21,K00801
RP11797,0.034,4.2.1.-,K07534
RP14200,0.034,1.1.1.-,K12451
RP15377,0.034,2.5.1.96,K10208
RP05586,0.034,4.2.3.108,K07385
RP15846,0.034,1.10.99.3 1.14.13.90,K09838 K09839
RP09372,0.034,1.10.99.3 1.14.13.90,K09838 K09839
RP05497,0.033,4.2.3.32,K14041
RP09401,0.033,1.10.99.3 1.14.13.90,K09838 K09839
RP09599,0.033,1.1.1.288,K09841
RP01711,0.032,5.4.99.5,K01850 K04092 K04093 K04516 K06208 K06209 K13853 K14170 K14187
RP09096,0.032,,K16021
RP05296,0.032,1.1.1.271,K02377
RP11877,0.032,,K12928
RP14366,0.032,4.2.3.34,K14045
RP11878,0.032,,K12928
RP02750,0.031,4.2.1.10,K03785 K03786 K13830 K13832
RP11876,0.031,4.2.3.42,K12928
RP11452,0.030,2.5.1.32 2.5.1.99,K02291
RP03850,0.030,2.5.1.32,K02291
RP15038,0.030,4.2.3.50,K15798
RP14364,0.030,4.2.3.33,K14044
RP02087,0.029,5.3.99.5,K01832
RP04693,0.029,4.2.3.19,K04121
RP15547,0.029,4.2.3.103,K16082
RP13001,0.027,2.2.1.9,K02551
RP11730,0.026,5.3.99.8,K14593
RP12981,0.025,4.2.3.58,K14185
RP05583,0.025,1.3.1.81,K15092
RP05584,0.025,1.3.1.81,K15092
RP14374,0.025,4.2.3.43,K14047
