RPAIR,Score,EC,KO
RP00699,0.251,3.1.1.3 3.1.1.34,K01046 K01059 K12298 K13534 K14073 K14074 K14075 K14076 K14452 K14674 K14675 K16816
RP00584,0.232,3.1.1.3,K01046 K12298 K13534 K14073 K14074 K14075 K14076 K14452 K14674 K14675 K16816
RP13361,0.203,3.1.1.32,K01058 K16817 K16818
RP03659,0.193,3.1.1.32,K01058 K16817 K16818
RP16131,0.190,1.1.1.318 1.1.1.319,K17055 K17056
RP13421,0.181,3.1.1.32,K01058 K16817 K16818
RP15684,0.174,1.1.1.318 1.1.1.319,K17055 K17056
RP00449,0.155,3.1.1.4,K01047 K01058 K14621 K14674 K16342 K16343 K16817
RP00252,0.142,3.1.1.4,K01047 K01058 K14621 K14674 K16342 K16343 K16817
RP12621,0.119,3.1.1.32,K01058 K16817 K16818
RP14317,0.118,3.1.1.-,K13535
RP00050,0.114,2.5.1.47 2.5.1.49 2.5.1.65,K01738 K01740 K10150 K12339 K13034 K17069 K17216
RP01448,0.113,3.1.1.23,K01054
RP01450,0.107,3.1.1.23,K13700 K13704
RP09147,0.107,3.1.1.2,K01045
RP00143,0.104,2.5.1.48 2.5.1.49,K01739 K01740
RP10983,0.099,3.1.1.4,K01047 K01058 K14621 K14674 K16342 K16343 K16817
RP10102,0.096,3.1.1.4,K01047 K01058 K14621 K14674 K16342 K16343 K16817
RP01427,0.089,3.1.1.4,K01047 K01058 K14621 K14674 K16342 K16343 K16817
RP01241,0.087,3.1.1.7 3.1.1.8,K01049
RP13518,0.087,3.1.1.22,K07518
RP03028,0.084,3.1.1.5,K06128 K14621 K14676
RP04962,0.083,3.7.1.8,K10222
RP03030,0.079,3.1.1.5,K06130 K14621 K14676
RP04090,0.076,3.1.1.47,K01062 K16794 K16795
RP02462,0.076,3.1.1.5,K06128 K06129 K14621 K14676
