,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,NaN,B1XEN9,Probable cytosol aminopeptidase,Escherichia coli (strain K12 / DH10B) OX=316385,2.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.44899,NaN,-1,0.44899,40.7,25.3,16.6,20.7,54879.81,7.2492,43.738,*SC[C@H](N)C(=O)NCC(=O)O.O>>*SC[C@H](N)C(=O)O.NCC(=O)O,[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
2,NaN,C4ZX98,Peptidase B,Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496,2.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.44899,NaN,-1,0.44899,36.5,26.5,19.7,21.2,46180.17,5.6975,43.091,*SC[C@H](N)C(=O)NCC(=O)O.O>>*SC[C@H](N)C(=O)O.NCC(=O)O,[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
3,NaN,B7MYF7,Peptidase B,Escherichia coli O81 (strain ED1a) OX=585397,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.44899,NaN,-1,0.44899,36.5,27.0,19.0,21.4,46227.21,5.4783,42.857,*SC[C@H](N)C(=O)NCC(=O)O.O>>*SC[C@H](N)C(=O)O.NCC(=O)O,[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
4,NaN,P58473,Peptidase B,Escherichia coli O157:H7 OX=83334,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.44899,NaN,-1,0.44899,36.0,26.3,18.7,22.9,46256.18,5.4783,43.794,*SC[C@H](N)C(=O)NCC(=O)O.O>>*SC[C@H](N)C(=O)O.NCC(=O)O,[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
5,NaN,A1AJG3,Probable cytosol aminopeptidase,Escherichia coli O1:K1 / APEC OX=405955,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.44899,NaN,-1,0.44899,40.7,25.3,16.6,20.7,54879.81,7.2492,43.738,*SC[C@H](N)C(=O)NCC(=O)O.O>>*SC[C@H](N)C(=O)O.NCC(=O)O,[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
6,NaN,Q1R2Z4,Probable cytosol aminopeptidase,Escherichia coli (strain UTI89 / UPEC) OX=364106,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.44899,NaN,-1,0.44899,40.7,25.3,16.6,20.7,54879.81,7.2492,43.738,*SC[C@H](N)C(=O)NCC(=O)O.O>>*SC[C@H](N)C(=O)O.NCC(=O)O,[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
7,NaN,B7NGJ2,Probable cytosol aminopeptidase,Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC) OX=585056,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.44899,NaN,-1,0.44899,40.7,25.3,16.6,20.7,54879.81,7.2492,43.738,*SC[C@H](N)C(=O)NCC(=O)O.O>>*SC[C@H](N)C(=O)O.NCC(=O)O,[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
8,NaN,B7NUH4,Probable cytosol aminopeptidase,Escherichia coli O7:K1 (strain IAI39 / ExPEC) OX=585057,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.44899,NaN,-1,0.44899,40.7,25.3,16.6,20.7,54879.81,7.2492,43.738,*SC[C@H](N)C(=O)NCC(=O)O.O>>*SC[C@H](N)C(=O)O.NCC(=O)O,[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
9,NaN,A8A329,Peptidase B,Escherichia coli O9:H4 (strain HS) OX=331112,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.44899,NaN,-1,0.44899,37.0,26.3,19.0,21.7,46210.15,5.4783,43.326,*SC[C@H](N)C(=O)NCC(=O)O.O>>*SC[C@H](N)C(=O)O.NCC(=O)O,[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
10,NaN,B7MLR5,Probable cytosol aminopeptidase,Escherichia coli O45:K1 (strain S88 / ExPEC) OX=585035,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.44899,NaN,-1,0.44899,40.7,25.3,16.6,20.7,54879.81,7.2492,43.738,*SC[C@H](N)C(=O)NCC(=O)O.O>>*SC[C@H](N)C(=O)O.NCC(=O)O,[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
11,NaN,P68766,Cytosol aminopeptidase,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.44899,NaN,-1,0.44899,40.7,25.3,16.6,20.7,54879.81,7.2492,43.738,*SC[C@H](N)C(=O)NCC(=O)O.O>>*SC[C@H](N)C(=O)O.NCC(=O)O,[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
12,NaN,Q1R8K9,Peptidase B,Escherichia coli (strain UTI89 / UPEC) OX=364106,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.44899,NaN,-1,0.44899,36.7,26.8,19.0,21.4,46231.20,5.4783,43.091,*SC[C@H](N)C(=O)NCC(=O)O.O>>*SC[C@H](N)C(=O)O.NCC(=O)O,[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
13,NaN,B6I595,Peptidase B,Escherichia coli (strain SE11) OX=409438,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.44899,NaN,-1,0.44899,36.0,26.3,19.0,22.6,46226.15,5.4783,43.560,*SC[C@H](N)C(=O)NCC(=O)O.O>>*SC[C@H](N)C(=O)O.NCC(=O)O,[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
