RPAIR,Score,EC,KO
RP04589,0.059,1.-.-.- 3.2.1.31,K01195
RP03918,0.033,4.2.3.12,K01737
RP13558,0.029,4.2.3.124,K13546
RP01909,0.029,4.2.3.16,K15088
RP05467,0.029,4.2.3.20,K15096
RP05585,0.028,4.2.3.108,K07385
RP15064,0.028,4.2.3.60,K15802
RP11143,0.028,4.2.3.75,K10187 K15803
RP15063,0.028,4.2.3.55,K15794
RP15287,0.028,4.2.3.38,K14177
RP15053,0.028,4.2.3.59,K15796
RP15054,0.028,4.2.3.40,K15795
RP12985,0.028,4.2.3.56,K14186
RP12980,0.028,4.2.3.- 4.2.3.104,K14184
RP11144,0.028,4.2.3.22,K10187 K15803
RP05354,0.027,4.2.3.120,K07384
RP05353,0.026,4.2.3.119,K07384
RP01947,0.026,4.2.3.8,K12929
RP15747,0.026,4.2.3.130,K16188
RP01904,0.026,4.2.3.10,K15097
RP12984,0.026,4.1.99.16 4.2.3.22,K10187
RP12978,0.025,4.2.3.57,K14184 K15808
RP11141,0.025,4.2.3.24,K14178
RP13638,0.025,4.2.3.73,K14181
RP02118,0.025,4.2.3.9,K14180
RP14980,0.025,4.2.3.61,K15804
RP02120,0.025,4.2.3.13,K14183
RP15048,0.025,4.2.3.76,K15806
RP14031,0.025,4.1.99.-,K11782
RP02117,0.025,4.2.3.6,K12249
RP15066,0.024,4.2.3.67,K15809
RP11877,0.024,,K12928
RP14366,0.024,4.2.3.34,K14045
RP09032,0.024,4.2.3.21,K14182
RP11878,0.024,,K12928
RP11876,0.024,4.2.3.42,K12928
RP14364,0.023,4.2.3.33,K14044
RP05499,0.023,4.2.3.32,K14041
RP15038,0.022,4.2.3.50,K15798
RP15547,0.022,4.2.3.103,K16082
RP04693,0.022,4.2.3.19,K04121
RP14367,0.021,4.2.3.35,K14046
RP14360,0.021,4.2.3.44,K14042
RP05496,0.021,4.2.3.18,K12927
RP14369,0.021,4.2.3.28,K14036
RP12981,0.021,4.2.3.58,K14185
RP14371,0.021,4.2.3.30,K14038
RP14370,0.021,4.2.3.29,K14037
RP05498,0.020,4.2.3.32,K14041
RP02565,0.020,1.3.1.96 2.5.1.21,K00801
RP14374,0.020,4.2.3.43,K14047
RP15377,0.020,2.5.1.96,K10208
RP15846,0.020,1.10.99.3 1.14.13.90,K09838 K09839
RP05497,0.020,4.2.3.32,K14041
RP15046,0.020,4.2.3.69,K15799
RP02116,0.019,4.2.3.7,K12250
RP02152,0.019,4.2.2.2 4.2.2.9,K01728
RP15068,0.019,4.2.3.70,K15807
RP03850,0.019,2.5.1.32,K02291
RP11452,0.019,2.5.1.32 2.5.1.99,K02291
RP14389,0.019,4.2.3.39,K14176
RP11146,0.019,4.2.3.37,K10156
RP01710,0.019,4.2.3.5,K01736
RP09599,0.018,1.1.1.288,K09841
RP05557,0.018,1.14.13.107,K14733
RP14685,0.018,1.14.13.107,K14733
RP09176,0.018,4.2.3.17,K12921
