RPAIR,Score,EC,KO
RP10678,0.022,4.3.3.6,K06215 K08681
RP05014,0.021,1.13.11.-,K15242
RP10369,0.020,4.2.1.24,K01698
RP05421,0.018,2.6.99.2,K03474
RP02386,0.015,1.13.11.4,K00450
RP02272,0.015,1.13.11.5,K00451
RP12780,0.015,1.11.1.21 1.11.1.6,K03781 K03782
RP03507,0.015,1.13.11.37,K04098
RP11485,0.012,3.5.2.18,K15358
RP14442,0.012,4.2.1.-,K14249
RP14841,0.010,4.2.1.-,K15885
RP11442,0.009,4.1.3.36,K01661
RP05186,0.009,3.1.2.-,K07536
RP05188,0.009,3.7.1.-,K07539
RP14656,0.009,,K15940
RP14657,0.009,,K15940
RP14445,0.008,,K14250
RP14959,0.008,1.13.11.57 1.13.11.8,K04099 K04100 K04101
RP11407,0.008,1.13.11.2,K00446
RP14663,0.008,,K15940
RP04511,0.008,1.4.3.4,K00274
RP04512,0.008,1.4.3.4,K00274
RP03715,0.007,1.13.11.- 1.13.11.2,K00446 K16270
