R06161,EC:1.11.1/0.1252,EC:1.11.2/0.0728,EC:4.99.1/0.0573,EC:4.4.1/0.0351
R03997,EC:1.6.3/0.9525,EC:1.17.3/0.8628,EC:1.7.1/0.8215,EC:1.14.13/0.7045
R11162,EC:1.14.14/0.9936,EC:1.14.13/0.9681,EC:1.13.12/0.9673,EC:4.99.1/0.9589
R10554,EC:5.1.3/0.9979,EC:3.2.1/0.0349,EC:2.4.1/0.0027,EC:5.3.1/0.0010
R05362,EC:3.7.1/0.9968,EC:4.1.1/0.6527,EC:3.1.1/0.2209,EC:2.3.1/0.0088
R03488,EC:4.2.2/0.7972,EC:2.4.99/0.4977,EC:3.2.2/0.0733,EC:3.2.1/0.0338
R12467,EC:2.5.1/0.9615,EC:1.8.1/0.1245,EC:4.4.1/0.0519,EC:1.3.1/0.0420
R01573,EC:2.7.1/0.9776,EC:3.6.1/0.8658,EC:3.1.3/0.8349,EC:2.4.2/0.7749
R12881,EC:5.5.1/0.9792,EC:4.2.3/0.4056,EC:2.5.1/0.3736,EC:3.1.7/0.0666
R11770,EC:1.7.1/0.9977,EC:1.6.2/0.9380,EC:1.16.1/0.3878,EC:1.8.1/0.3209
R02196,EC:1.7.1/0.9960,EC:1.7.2/0.7971,EC:1.6.2/0.6102,EC:1.7.99/0.1384
R00739,EC:5.4.3/0.9684,EC:3.4.11/0.6208,EC:3.4.13/0.2901,EC:5.1.1/0.2339
R00120,EC:1.11.1/0.9913,EC:1.10.3/0.0241,EC:1.16.1/0.0166,EC:1.8.4/0.0122
R09818,EC:1.6.3/0.9933,EC:1.14.13/0.9454,EC:1.14.18/0.1572,EC:1.14.12/0.0594
R01860,EC:4.1.1/0.9988,EC:4.4.1/0.0452,EC:3.7.1/0.0130,EC:4.2.1/0.0098
R09628,EC:2.5.1/0.9976,EC:5.3.99/0.6413,EC:5.5.1/0.2036,EC:2.2.1/0.0755
R01299,EC:1.6.3/0.9986,EC:1.14.13/0.9865,EC:1.14.18/0.7997,EC:1.10.3/0.4869
R09187,EC:4.4.1/0.9924,EC:4.2.1/0.9921,EC:1.14.14/0.3312,EC:5.4.4/0.3098
R03493,EC:5.5.1/0.5725,EC:4.2.1/0.3233,EC:5.3.3/0.2182,EC:4.4.1/0.1683
R00226,EC:4.1.3/0.9678,EC:4.1.1/0.8897,EC:3.7.1/0.1358,EC:4.2.99/0.0638
R02165,EC:1.7.99/0.9902,EC:1.7.5/0.8072,EC:1.7.1/0.1132,EC:1.7.3/0.0014
R11921,EC:4.99.1/0.0297,EC:5.3.3/0.0023,EC:4.2.2/0.0010,EC:5.3.99/0.0009
R02516,EC:1.6.3/0.9906,EC:1.14.13/0.7842,EC:1.14.18/0.1811,EC:1.14.12/0.1700
R05602,EC:4.2.1/0.9989,EC:4.4.1/0.9712,EC:5.4.4/0.3423,EC:1.14.14/0.2154
R06906,EC:4.4.1/0.6123,EC:2.3.1/0.4953,EC:4.2.1/0.4486,EC:4.1.2/0.4243
R11826,EC:5.5.1/0.9836,EC:4.2.3/0.7882,EC:2.5.1/0.5704,EC:4.2.1/0.0746
R07397,EC:2.7.7/0.7890,EC:2.4.2/0.3973,EC:7.6.2/0.2290,EC:7.4.2/0.1560
R01083,EC:4.1.1/0.9954,EC:2.2.1/0.2139,EC:2.5.1/0.0491,EC:4.4.1/0.0160
