RPAIR,Score,EC,KO
RP15190,0.123,4.2.1.115,K15894
RP14864,0.090,4.1.99.16,K10187
RP09457,0.088,,K16436
RP04589,0.083,1.-.-.- 3.2.1.31,K01195
RP05592,0.081,,K13314 K16435
RP14977,0.076,1.14.13.119,K15805
RP04829,0.074,,K12746
RP02152,0.071,4.2.2.2 4.2.2.9,K01728
RP15257,0.065,1.14.13.129,K02294
RP11352,0.055,1.14.13.154,K14370
RP11681,0.055,1.14.13.154,K14370
RP04871,0.052,1.14.-.-,K14366
RP05626,0.051,,K16006
RP14593,0.050,,K15927
RP15846,0.050,1.10.99.3 1.14.13.90,K09838 K09839
RP14563,0.050,4.2.1.-,K05556 K14626 K14627
RP05627,0.049,,K16006
RP14651,0.048,,K03635 K03636
RP05628,0.048,1.14.-.-,K14372
RP05630,0.048,1.14.-.-,K14372
RP14116,0.047,2.6.1.86,K13063
RP05629,0.046,1.14.-.-,K14372
RP05631,0.046,1.14.-.-,K14372
RP04468,0.046,1.14.99.9,K00512
RP04467,0.045,1.14.99.9,K00512
RP02044,0.044,1.14.99.9,K00512
RP03406,0.044,1.14.99.9,K00512
RP09599,0.044,1.1.1.288,K09841
RP11878,0.044,,K12928
RP11876,0.044,4.2.3.42,K12928
RP14140,0.044,1.14.15.4,K00497
RP11877,0.043,,K12928
RP14366,0.043,4.2.3.34,K14045
RP05499,0.043,4.2.3.32,K14041
RP05138,0.043,2.6.1.85,K01664 K01665 K03342 K13950
RP14364,0.043,4.2.3.33,K14044
RP15674,0.042,,K16037
RP05617,0.042,,K16008
RP14367,0.042,4.2.3.35,K14046
RP14360,0.042,4.2.3.44,K14042
RP11603,0.042,1.14.13.83,K02229
RP13006,0.041,5.3.1.-,K02080
RP00434,0.041,2.6.1.16 3.5.99.6,K00820 K02564 K12410
RP09096,0.041,,K16021
RP05496,0.041,4.2.3.18,K12927
RP14369,0.040,4.2.3.28,K14036
RP12999,0.040,1.14.14.1,K07411 K07412 K07424
RP02493,0.039,4.2.1.44,K03335
RP05266,0.038,,K03335
RP11658,0.038,4.2.1.100,K07537
RP14687,0.038,3.3.2.8,K10533
RP11797,0.037,4.2.1.-,K07534
