RPAIR,Score,EC,KO
RP15182,0.563,5.4.99.32,K15811
RP15197,0.555,4.2.1.125,K15817
RP15560,0.542,5.4.99.56,K16205
RP02834,0.538,5.4.99.7,K01852
RP15181,0.512,5.4.99.33,K15812
RP15561,0.485,5.4.99.57,K16206
RP09218,0.482,5.4.99.8,K01853
RP11269,0.477,5.4.99.41,K15815 K15816
RP15253,0.467,4.2.1.128,K15816
RP15195,0.458,4.2.1.124,K15823
RP15207,0.447,5.4.99.31,K15821
RP11267,0.445,5.4.99.40,K15815
RP15208,0.438,5.4.99.34,K15818
RP11268,0.438,5.4.99.39,K15813 K15815
RP15290,0.433,5.4.99.35,K15819
RP15210,0.422,5.4.99.37,K15810
RP15209,0.421,5.4.99.36,K15820
RP15556,0.397,5.4.99.52,K16204
RP15558,0.388,5.4.99.54,K16204
RP09176,0.365,4.2.3.17,K12921
RP11223,0.346,5.4.99.17,K06045
RP11222,0.342,4.2.1.129,K06045
RP15068,0.338,4.2.3.70,K15807
RP11146,0.332,4.2.3.37,K10156
RP01949,0.319,5.5.1.13,K04120
RP11107,0.319,5.5.1.14,K12928 K14043
RP05493,0.319,5.5.1.12,K12927 K14041 K14042
RP15483,0.313,3.1.7.10,K16086
RP14389,0.300,4.2.3.39,K14176
RP15046,0.296,4.2.3.69,K15799
RP14374,0.256,4.2.3.43,K14047
RP02116,0.245,4.2.3.7,K12250
RP12981,0.238,4.2.3.58,K14185
RP09032,0.201,4.2.3.21,K14182
RP02117,0.195,4.2.3.6,K12249
RP02118,0.190,4.2.3.9,K14180
RP14980,0.190,4.2.3.61,K15804
RP12978,0.190,4.2.3.57,K14184 K15808
RP13638,0.190,4.2.3.73,K14181
RP12984,0.181,4.1.99.16 4.2.3.22,K10187
RP15038,0.177,4.2.3.50,K15798
