RPAIR,Score,EC,KO
RP01154,0.079,5.3.1.5,K01805
RP01545,0.077,5.3.1.12,K01812
RP01891,0.077,5.3.1.12,K01812
RP02152,0.077,4.2.2.2 4.2.2.9,K01728
RP01736,0.076,5.3.1.4,K01804
RP01508,0.076,5.3.1.5,K01805
RP14213,0.076,5.3.1.6,K01808
RP02869,0.076,5.3.1.26,K01819
RP02940,0.076,5.3.1.9,K01810 K06859 K13810 K15916
RP02454,0.076,5.3.1.9,K01810 K06859 K13810 K15916
RP01780,0.076,5.3.1.8,K01809 K15916 K16011
RP13006,0.072,5.3.1.-,K02080
RP00434,0.072,2.6.1.16 3.5.99.6,K00820 K02564 K12410
RP01159,0.071,5.1.3.18,K10046
RP10987,0.069,,K12449
RP13558,0.063,4.2.3.124,K13546
RP13643,0.060,1.1.1.- 5.1.3.-,K12451
RP15613,0.060,5.3.99.-,K06606
RP05296,0.060,1.1.1.271,K02377
RP04903,0.059,1.14.20.1,K12744
RP05266,0.059,,K03335
RP04829,0.059,,K12746
RP10933,0.058,5.5.1.4,K01858
RP02087,0.056,5.3.99.5,K01832
RP14864,0.054,4.1.99.16,K10187
RP05664,0.054,5.1.3.13,K01790
RP14200,0.054,1.1.1.-,K12451
RP10990,0.052,1.1.1.305,K10011
RP02493,0.051,4.2.1.44,K03335
RP15452,0.049,5.3.3.18,K15866
RP05617,0.046,,K16008
RP15190,0.045,4.2.1.115,K15894
RP01710,0.045,4.2.3.5,K01736
RP01712,0.043,5.4.4.2,K01851 K02361 K02552 K14759
RP04026,0.042,4.2.2.6,K01730
RP00554,0.041,1.3.2.3 1.3.3.12,K00225 K05276
RP15844,0.041,1.1.3.8,K00103
RP13890,0.041,4.3.1.-,K13309
RP02750,0.040,4.2.1.10,K03785 K03786 K13830 K13832
RP14034,0.039,,K13323
RP05594,0.039,,K13327
RP05593,0.039,,K13315
RP05592,0.038,,K13314 K16435
RP13065,0.037,4.2.99.20,K08680 K14759
RP03918,0.036,4.2.3.12,K01737
RP05605,0.034,,K13322
RP09096,0.033,,K16021
RP01025,0.033,1.1.3.8,K00103
RP09457,0.033,,K16436
RP01711,0.033,5.4.99.5,K01850 K04092 K04093 K04516 K06208 K06209 K13853 K14170 K14187
RP09043,0.032,1.14.13.22,K03379
RP14593,0.031,,K15927
RP14116,0.030,2.6.1.86,K13063
RP14208,0.030,5.3.1.-,K13324
RP11338,0.029,1.14.11.31,K14976
RP14720,0.028,1.14.14.1,K07411
RP05586,0.028,4.2.3.108,K07385
RP14605,0.028,1.14.13.-,K15966
RP11910,0.027,,K14628 K14629
RP14563,0.027,4.2.1.-,K05556 K14626 K14627
RP10163,0.027,5.3.3.4,K03464
RP09599,0.026,1.1.1.288,K09841
RP09372,0.026,1.10.99.3 1.14.13.90,K09838 K09839
RP09401,0.026,1.10.99.3 1.14.13.90,K09838 K09839
RP11658,0.026,4.2.1.100,K07537
RP11654,0.026,1.14.11.31,K14976
RP03084,0.026,4.1.1.44,K01607 K14727
RP02055,0.026,1.14.13.22,K03379
RP11797,0.025,4.2.1.-,K07534
RP14723,0.025,1.14.14.1,K07409 K07411 K07424
RP14722,0.025,1.14.14.1,K07409
RP15674,0.025,,K16037
RP14685,0.025,1.14.13.107,K14733
RP05557,0.025,1.14.13.107,K14733
RP00250,0.024,1.10.3.3 1.10.99.3 1.11.1.11 1.14.17.1 1.14.17.4 1.3.2.3,K00225 K00423 K00434 K00503 K05933 K09839
RP11603,0.024,1.14.13.83,K02229
