RPAIR,Score,EC,KO
RP02152,0.186,4.2.2.2 4.2.2.9,K01728
RP01159,0.131,5.1.3.18,K10046
RP13643,0.113,1.1.1.- 5.1.3.-,K12451
RP05296,0.111,1.1.1.271,K02377
RP01154,0.105,5.3.1.5,K01805
RP05266,0.104,,K03335
RP15613,0.104,5.3.99.-,K06606
RP05664,0.103,5.1.3.13,K01790
RP14200,0.103,1.1.1.-,K12451
RP02869,0.098,5.3.1.26,K01819
RP02454,0.098,5.3.1.9,K01810 K06859 K13810 K15916
RP02940,0.098,5.3.1.9,K01810 K06859 K13810 K15916
RP01780,0.098,5.3.1.8,K01809 K15916 K16011
RP14213,0.098,5.3.1.6,K01808
RP01508,0.091,5.3.1.5,K01805
RP01736,0.091,5.3.1.4,K01804
RP01545,0.091,5.3.1.12,K01812
RP01891,0.091,5.3.1.12,K01812
RP10987,0.089,,K12449
RP00554,0.088,1.3.2.3 1.3.3.12,K00225 K05276
RP15844,0.088,1.1.3.8,K00103
RP10990,0.085,1.1.1.305,K10011
RP15190,0.084,4.2.1.115,K15894
RP09043,0.078,1.14.13.22,K03379
RP02087,0.077,5.3.99.5,K01832
RP14034,0.076,,K13323
RP05593,0.076,,K13315
RP05594,0.076,,K13327
RP15452,0.075,5.3.3.18,K15866
RP05592,0.074,,K13314 K16435
RP01025,0.068,1.1.3.8,K00103
RP14720,0.066,1.14.14.1,K07411
RP05599,0.065,2.1.1.-,K13317
RP02055,0.065,1.14.13.22,K03379
RP13558,0.064,4.2.3.124,K13546
RP05605,0.063,,K13322
RP14722,0.060,1.14.14.1,K07409
RP14723,0.060,1.14.14.1,K07409 K07411 K07424
RP13548,0.057,1.21.-.-,K11784
