RPAIR,Score,EC,KO
RP14031,0.118,4.1.99.-,K11782
RP10201,0.072,1.14.14.1,K07412 K07415
RP10200,0.072,1.14.14.1,K07412 K07415
RP10228,0.070,1.14.14.1,K07415
RP01465,0.068,4.2.1.51 4.2.1.91,K01713 K04518 K05359 K14170
RP00334,0.068,1.3.1.12 1.3.1.13,K00210 K00211 K00220 K04517 K14187
RP00623,0.068,1.3.1.43 1.3.1.78 1.3.1.79,K00220 K15226 K15227
RP01056,0.068,4.2.1.51 4.2.1.91,K01713 K04518 K05359 K14170
RP15453,0.066,1.14.13.149,K02609 K02610 K02611 K02612 K02613
RP00722,0.041,1.14.13.40,K09461
RP01643,0.039,4.2.1.118,K09483 K15652
RP09095,0.039,4.2.1.144,K16016
RP13549,0.037,1.14.-.-,K11785
RP12177,0.036,1.7.3.3,K00365 K16838
