RPAIR,Score,EC,KO
RP03259,0.492,6.1.1.19,K01887
RP03277,0.475,6.1.1.4,K01869
RP03275,0.473,6.1.1.5,K01870
RP03281,0.472,6.1.1.10,K01874
RP04408,0.472,6.1.1.10,K01874
RP03269,0.470,6.1.1.18,K01886
RP03267,0.467,6.1.1.24,K09698
RP05173,0.467,6.1.1.17 6.1.1.24,K01885 K09698 K14163
RP03293,0.466,6.1.1.9,K01873
RP03265,0.460,6.1.1.16,K01883 K01884
RP02599,0.432,6.1.1.1,K01866
RP03291,0.424,6.1.1.2,K01867
RP03279,0.373,6.1.1.6,K04566 K04567 K04568
RP13892,0.368,6.1.1.26,K11627
RP03289,0.353,6.1.1.3,K01868
RP02709,0.348,6.1.1.7,K01872
RP12926,0.347,6.1.1.11,K01875
RP03287,0.347,6.1.1.11,K01875
RP03263,0.342,6.1.1.22,K01893
RP05171,0.337,6.1.1.12 6.1.1.23,K01876 K09759
RP03261,0.337,6.1.1.23,K09759
RP13536,0.331,6.1.1.27,K07587
RP03273,0.331,6.1.1.21,K01892
RP03271,0.327,6.1.1.14,K01878 K01879 K01880 K14164
RP03283,0.325,6.1.1.20,K01889 K01890
RP03285,0.250,6.1.1.15,K01881 K14163
RP11631,0.177,2.4.1.263 3.2.1.175,K14595 K15748
RP11155,0.173,2.4.1.120 2.4.1.126 2.4.1.299,K13068 K17194
RP16160,0.162,2.4.1.300,K17192
RP02176,0.152,2.4.1.17,K00699
RP02584,0.151,2.4.1.17,K00699
