RPAIR,Score,EC,KO
RP02957,0.058,5.3.2.1,K07253
RP01074,0.058,4.3.1.23 4.3.1.25,K10774 K13064
RP02070,0.058,1.3.1.31,K10797
RP01467,0.055,5.3.2.1,K07253
RP01058,0.055,4.3.1.24 4.3.1.25,K10775 K13064
RP11923,0.054,1.3.99.-,K15571
RP09082,0.054,5.5.1.6,K01859
RP11924,0.048,4.2.1.-,K15572
RP11801,0.048,1.3.8.3,K07545
RP11248,0.046,4.2.1.105,K13258
RP11818,0.046,4.2.1.105,K13258
RP05194,0.045,4.2.1.-,K07546
RP11807,0.043,1.14.11.22,K13077
RP11729,0.043,5.5.1.6,K01859
RP02222,0.043,1.14.11.22,K13077
RP02223,0.042,5.5.1.6,K01859
RP11808,0.041,5.5.1.6,K01859
RP12115,0.040,1.3.1.45,K05281
RP12114,0.040,1.3.1.45,K05281
RP02597,0.040,1.3.1.45,K05281
RP09388,0.037,4.2.1.105,K13258
RP03205,0.034,1.14.11.22,K13077
RP04735,0.032,5.99.1.4,K14584
RP09084,0.031,1.3.1.45,K05281
RP12035,0.029,4.2.1.131,K09844
RP09075,0.024,1.14.11.22,K13077
RP14583,0.024,1.3.3.-,K15949
RP14593,0.020,,K15927
