RPAIR,Score,EC,KO
RP09095,1.000,4.2.1.144,K16016
RP01643,0.707,4.2.1.118,K09483 K15652
RP00847,0.581,1.14.12.10,K05549 K05550 K05784
RP03242,0.574,1.14.12.7,K07519
RP11392,0.563,1.14.12.10,K05549 K05550 K05784
RP05038,0.563,1.14.12.-,K05549 K05550 K05784
RP11394,0.559,1.14.12.10,K05549 K05550 K05784
RP05272,0.559,1.14.12.-,K05549 K05550 K05784
RP11395,0.555,1.14.12.10,K05549 K05550 K05784
RP00828,0.545,1.14.12.-,K05549 K05550 K05784
RP11397,0.545,1.14.12.10,K05549 K05550 K05784
RP11393,0.528,1.14.12.10,K05549 K05550 K05784
RP03656,0.499,4.2.1.113,K02549 K14759
RP04847,0.465,1.14.12.-,K00529 K05710 K10619 K16303
RP01215,0.464,4.1.3.27,K01656 K01657 K01658 K13497 K13501 K13503
RP11334,0.463,1.3.1.19,K16269
RP00141,0.458,1.3.5.2 1.3.98.1,K00226 K00254
RP00396,0.443,1.14.18.1,K00505
RP01561,0.442,1.3.1.28,K00216
RP11177,0.416,4.1.3.38,K02619 K03342
RP03158,0.405,1.14.12.3,K00529 K03268 K05710 K16268
RP03174,0.404,1.14.12.11,K00529 K03268 K05710 K16268
RP05048,0.391,1.14.12.-,K00529 K05710 K14748 K14749
RP09186,0.374,1.14.12.19,K00529 K05708 K05709 K05710
RP09352,0.374,1.14.12.19,K00529 K05708 K05709 K05710
RP01416,0.363,4.1.3.40,K03181
RP09038,0.363,4.2.99.21,K04781 K04782
RP00507,0.359,1.10.3.1 1.14.18.1,K00422 K00505
RP04842,0.359,1.3.1.58,K10620
RP05039,0.357,1.14.12.-,K15248 K15249 K15250 K15251
RP00722,0.348,1.14.13.40,K09461
RP03300,0.321,5.3.3.12,K01827
RP11166,0.311,1.3.7.8,K04112 K04113 K04114 K04115
RP00188,0.309,1.3.1.2,K00207
