RPAIR,Score,EC,KO
RP03612,1.000,2.3.1.155 2.3.1.16,K00632 K07508 K07509 K07513
RP00039,0.977,2.3.-.- 2.3.1.199 2.3.1.21 2.3.1.50 2.3.1.76 3.1.2.2 3.1.2.22 6.2.1.3,K00654 K01068 K01074 K01897 K05283 K08765 K08766 K10203 K10245 K10246 K11155 K11156 K15013 K17360
RP00253,0.969,2.3.1.16,K00632 K07508 K07509 K07513
RP12859,0.956,3.1.2.2,K01068 K17360
RP00398,0.922,3.1.2.2,K01068 K17360
RP04579,0.884,2.3.1.- 2.3.1.179 2.3.1.180 2.3.1.41 2.3.1.85 2.3.1.86 3.1.2.14,K00647 K00665 K00667 K01071 K02560 K09458 K10781 K11533
RP01706,0.878,2.3.1.179 2.3.1.199 2.3.1.41 2.3.1.85 3.1.2.14,K00647 K00665 K00668 K01071 K09458 K10203 K10245 K10246 K10781 K11533
RP10341,0.867,2.3.1.16,K00632 K07508 K07509 K07513
RP12861,0.853,3.1.2.2,K01068
RP02524,0.850,3.1.2.14,K01071 K10781 K10782
RP12949,0.839,3.1.2.14,K01071 K10781 K10782 K11533
RP03636,0.838,2.3.1.- 2.3.1.179 2.3.1.180 2.3.1.41 2.3.1.85 2.3.1.86 3.1.2.14 3.1.2.21,K00647 K00665 K00667 K01071 K02517 K09458 K10781 K11533
RP12862,0.816,3.1.2.2,K01068 K17360
RP12950,0.815,3.1.2.- 3.1.2.14,K10781 K10782
RP12486,0.786,2.3.1.129 2.3.1.191,K00677 K02536
RP04574,0.727,2.3.1.179 2.3.1.180 2.3.1.41 2.3.1.85 2.3.1.86 3.1.2.-,K00647 K00665 K00667 K09458 K10781 K11533
RP03401,0.697,2.3.1.16,K00632 K07508 K07509 K07513
RP12864,0.653,3.1.2.2,K01068
RP12865,0.574,3.1.2.2,K01068 K17360
RP04571,0.558,2.3.1.179 2.3.1.180 2.3.1.181 2.3.1.41 2.3.1.85 2.3.1.86 3.1.2.-,K00647 K00665 K00667 K03801 K09458 K10781 K11533
RP00651,0.533,2.3.1.47 6.2.1.14,K00652 K01906
RP12863,0.504,3.1.2.2,K01068 K17360
RP10634,0.491,2.3.1.16,K00632 K07513
RP10342,0.476,2.3.1.16,K00632 K07508 K07509 K07513
RP15931,0.407,2.3.1.47,K00652
RP00581,0.348,3.1.2.2,K01068
RP04568,0.346,2.3.1.179 2.3.1.180 2.3.1.41 2.3.1.85 2.3.1.86,K00647 K00665 K00667 K09458 K11533
RP14553,0.324,6.2.1.-,K14466 K14467
