RPAIR,Score,EC,KO
RP04901,0.642,1.13.11.1,K03381
RP03687,0.642,1.13.11.37,K04098
RP12233,0.642,1.13.11.1,K03381
RP03888,0.642,1.13.11.1,K03381
RP01119,0.641,1.13.11.1,K03381
RP09299,0.597,1.13.11.1,K03381
RP12230,0.597,1.13.11.1,K03381
RP05013,0.547,1.13.11.-,K15247
RP01645,0.543,1.13.11.3,K00448 K00449
RP03164,0.475,1.13.11.57 1.13.11.8,K04099 K04100 K04101
RP05015,0.451,1.13.11.-,K15253
RP09586,0.413,1.13.11.1,K03381
RP14380,0.317,1.13.11.1,K03381
RP11407,0.298,1.13.11.2,K00446
RP03507,0.214,1.13.11.37,K04098
