RPAIR,Score,EC,KO
RP04560,1.000,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP01162,0.713,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP01331,0.555,6.3.2.4,K01921
RP00432,0.465,6.3.2.3,K01920
RP02039,0.352,3.5.1.81,K06015
RP00425,0.345,3.5.1.15,K01437
RP14069,0.337,,K12911 K12912 K12913
RP04458,0.331,2.3.1.1 2.3.1.35,K00618 K00619 K00620 K11067 K14681 K14682
RP15387,0.317,3.5.1.-,K15784
RP03793,0.309,2.3.2.2,K00681
RP00611,0.309,2.3.2.2 2.3.2.4,K00681 K00682
RP00279,0.301,6.3.2.11,K14755
