RPAIR,Score,EC,KO
RP13912,0.849,2.4.1.227,K02563
RP16021,0.846,2.4.1.290,K15914
RP15238,0.831,2.4.1.252,K13657
RP11616,0.830,2.4.1.227,K02563
RP15236,0.699,2.4.1.264,K13659
RP15240,0.672,2.4.1.251,K13658
RP13901,0.622,2.4.1.129,K03587 K05364 K05365
RP11356,0.506,2.1.1.64,K00591
RP15706,0.463,2.1.1.64,K00568
RP15698,0.356,2.1.1.114,K00591
RP00666,0.344,2.4.1.274 3.2.1.23,K01190 K07553 K12309
RP00725,0.344,3.2.1.22,K01189 K07406 K07407
RP02924,0.344,3.2.1.52,K01207
RP14234,0.314,2.4.1.285,K13556
RP13374,0.310,3.2.1.165,K15855
RP11646,0.308,2.4.1.276,K14596
RP14222,0.300,2.4.1.283,K13550
RP00773,0.293,3.2.1.23,K12309
RP02961,0.289,3.2.1.20,K01187 K12047 K12316 K12317 K15922
RP00439,0.289,2.4.1.22,K00704 K07966 K07967
RP01590,0.289,2.4.1.25 2.4.1.8,K00691 K00705 K01196
RP00324,0.289,2.4.1.20,K00702
RP01684,0.289,3.2.1.108 3.2.1.23,K01190 K01229 K12111 K12112 K12309
RP12670,0.289,3.2.1.21,K01188 K05349 K05350
RP02451,0.287,2.4.1.15,K00697 K16055
RP00146,0.287,3.2.1.122 3.2.1.93,K01226 K01232
RP00453,0.274,2.4.1.245 2.4.1.64 3.2.1.28,K01194 K05342 K13057
RP01310,0.273,3.2.1.23,K01190 K12308
RP12501,0.272,2.4.1.66,K13646
RP01136,0.271,3.2.1.122,K01232
RP02888,0.271,3.2.1.85,K01220
RP00138,0.269,2.4.1.67 2.4.1.82 3.2.1.22,K01189 K06611 K06617 K07406 K07407
RP14106,0.269,2.4.1.246,K13058
RP01092,0.269,2.4.1.14,K00696
RP15890,0.267,2.4.1.284,K13550
RP04765,0.266,2.4.1.208,K13677
RP04415,0.257,3.2.1.23,K01190
RP00075,0.256,2.4.1.125 2.4.1.13 2.4.1.4 2.4.1.5 2.4.1.7 3.2.1.10 3.2.1.20 3.2.1.48,K00689 K00690 K00695 K01182 K01187 K01203 K05341 K12047 K12316 K12317 K15922
RP01110,0.256,3.2.1.20 3.2.1.26 3.2.1.48,K01187 K01193 K01203 K12047 K12316 K12317 K15922
