RPAIR,Score,EC,KO
RP08891,0.190,2.6.99.2,K03474
RP10606,0.158,2.5.1.78,K00794
RP09114,0.146,,K16020
RP07335,0.145,4.2.3.4,K01735 K13829 K13830
RP02288,0.129,3.1.4.12,K01117 K12350 K12351 K12352 K12353 K12354
RP06573,0.125,4.2.3.1,K01733
RP12438,0.125,2.5.1.48,K01739
RP04690,0.122,4.2.3.1,K01733
RP11091,0.113,3.1.4.-,K08743
RP11092,0.104,3.1.4.3,K01114 K16619
RP01244,0.104,3.1.4.2 3.1.4.46,K01126
RP01940,0.101,3.1.4.3,K01114 K16619
RP06223,0.101,2.5.1.65,K10150
RP10596,0.099,2.5.1.66,K12673
RP01920,0.099,3.1.4.3,K01114 K16619
RP01425,0.098,3.1.4.4,K01115 K16860
RP01426,0.093,3.1.4.3,K01114 K16619
RP01533,0.092,3.1.4.2 3.1.4.46,K01126
RP11509,0.091,3.1.4.39,K01122
RP11523,0.089,3.1.4.4,K01115 K16860
RP01939,0.087,3.1.4.4,K01115 K16860
RP03917,0.085,4.1.2.50 4.2.3.12,K01737
RP03922,0.080,2.5.1.72 4.2.3.3,K01734 K03517
RP05863,0.073,2.5.1.30 2.5.1.31 2.5.1.82 2.5.1.83 2.5.1.84 2.5.1.85 2.5.1.86 2.5.1.87 2.5.1.89 2.5.1.90 2.5.1.91 2.5.1.92,K00805 K00806 K02523 K05355 K05356 K11778 K12504 K12505 K14215 K15887 K15888
RP02290,0.072,3.1.4.41,K01123
RP02951,0.068,3.1.4.3 4.6.1.13,K01114 K01771 K16619
RP03047,0.065,3.1.4.11,K01116 K05857 K05858 K05859 K05860 K05861
RP05484,0.062,2.5.1.- 2.5.1.62,K02548 K04040 K09833
