RPAIR,Score,EC,KO
RP09072,1.000,2.4.1.115,K12930
RP09068,0.988,2.4.1.115,K12930
RP09067,0.952,2.4.1.115,K12930
RP02008,0.951,2.4.1.91,K10757
RP02213,0.931,2.4.1.-,K15787
RP09359,0.909,2.4.1.91,K10757
RP09360,0.909,2.4.1.234,K13269
RP11752,0.903,2.4.1.-,K12938
RP15389,0.889,2.4.1.-,K15787
RP11617,0.841,2.4.1.-,K12938
RP12148,0.811,2.4.1.238 2.4.1.249,K12939
RP11896,0.785,2.4.1.298 2.4.1.299,K12338 K17194
RP16217,0.778,2.4.1.300,K17192
RP02612,0.776,2.4.1.170,K13263
RP09078,0.770,2.4.1.298 2.4.1.299,K12338 K17194
RP16161,0.765,2.4.1.300,K17192
RP09208,0.758,2.4.1.170,K13263
RP11936,0.757,2.4.1.170,K13263
RP11816,0.747,2.4.1.170,K13263
RP09092,0.743,2.4.1.298,K12338
RP11758,0.738,2.4.1.298 2.4.1.299,K12338 K17194
RP16215,0.734,2.4.1.300,K17192
RP11247,0.726,2.4.1.170,K13263
RP12155,0.686,2.4.1.238,K12939
RP12153,0.678,2.4.1.238,K12939
RP09568,0.675,,K12711
RP09566,0.675,,K12717
RP11822,0.658,2.4.1.170,K13263
RP11671,0.656,2.4.1.-,K13078
RP13802,0.644,2.4.1.-,K15776
RP12697,0.640,2.4.1.17 3.2.1.31,K00699 K01195
RP11825,0.638,2.4.1.170,K13263
RP13880,0.631,2.4.1.-,K13235
RP13825,0.596,2.4.1.-,K15775
RP13813,0.595,2.4.1.-,K15774
RP00476,0.591,2.4.1.111,K12356
RP09326,0.574,3.2.1.31,K01195
RP13882,0.570,2.4.1.-,K13235
RP04606,0.569,3.2.1.21,K01188 K05349 K05350
RP00723,0.567,2.4.1.111,K12356
RP14598,0.562,,K15931
RP00700,0.561,2.4.1.111,K12356
RP04728,0.554,3.2.1.86,K01222
RP11906,0.546,2.4.1.-,K15929
RP14601,0.542,2.4.1.-,K15964
RP04731,0.527,3.2.1.86,K01223
RP09331,0.493,2.4.1.17,K00699
RP09332,0.487,2.4.1.17,K00699
RP02149,0.481,2.4.1.17,K00699
RP02756,0.474,2.4.1.17,K00699
RP09572,0.473,,K12726 K12727
RP12699,0.446,2.4.1.17,K00699
RP11895,0.369,2.4.1.297,K12933
RP11748,0.356,2.4.1.297,K12933
RP16207,0.345,2.4.2.51,K17193
RP09311,0.337,2.4.1.236,K13080
RP11892,0.333,2.4.1.297,K12933
RP16205,0.331,2.4.2.51,K17193
RP15081,0.320,2.4.1.254,K12937
RP11915,0.316,2.4.1.254,K12937
RP11506,0.313,2.4.1.236,K13080
RP16203,0.308,2.4.2.51,K17193
