RPAIR,Score,EC,KO
RP03300,0.065,5.3.3.12,K01827
RP15453,0.061,1.14.13.149,K02609 K02610 K02611 K02612 K02613
RP09095,0.059,4.2.1.144,K16016
RP00722,0.058,1.14.13.40,K09461
RP01643,0.058,4.2.1.118,K09483 K15652
RP01056,0.055,4.2.1.51 4.2.1.91,K01713 K04518 K05359 K14170
RP01465,0.055,4.2.1.51 4.2.1.91,K01713 K04518 K05359 K14170
RP00334,0.055,1.3.1.12 1.3.1.13,K00210 K00211 K00220 K04517 K14187
RP00623,0.055,1.3.1.43 1.3.1.78 1.3.1.79,K00220 K15226 K15227
RP11369,0.053,,K09879
RP01215,0.051,4.1.3.27,K01656 K01657 K01658 K13497 K13501 K13503
RP14832,0.050,4.2.1.-,K05554
RP14835,0.046,4.2.1.-,K15884
RP14838,0.045,4.2.1.-,K15884
RP03656,0.045,4.2.1.113,K02549 K14759
RP02595,0.045,4.2.1.49,K01712
RP11370,0.044,,K09879
RP12045,0.044,,K09879
RP14660,0.042,,K15928
RP11571,0.042,,K09879
RP11334,0.039,1.3.1.19,K16269
RP15719,0.039,2.1.1.-,K12502
RP12130,0.036,1.3.-.-,K14601
RP14448,0.035,1.14.-.-,K14252
RP04334,0.034,1.14.21.4,K13391
RP05075,0.034,1.14.-.-,K14252
RP02146,0.028,1.14.14.1,K07434
RP13549,0.028,1.14.-.-,K11785
RP12730,0.028,1.14.14.1,K07434
RP02830,0.027,2.1.1.107,K00589 K02302 K02303 K02496 K13542 K13543
RP09396,0.024,1.-.-.-,K15972
