RPAIR,Score,EC,KO
RP12780,0.034,1.11.1.21 1.11.1.6,K03781 K03782
RP15455,0.024,,K02615 K15866
RP14031,0.015,4.1.99.-,K11782
RP14549,0.014,,K15062
RP01643,0.013,4.2.1.118,K09483 K15652
RP01114,0.011,1.3.1.19,K16269
RP03714,0.011,1.3.1.19,K16269
RP04951,0.011,1.3.1.19,K16269
RP01115,0.011,1.3.1.25,K05783
RP04844,0.011,1.3.1.-,K15237 K15238
RP04916,0.011,1.3.1.68,K05783
RP04911,0.011,1.3.1.-,K05783
RP12231,0.011,1.3.1.25,K05783
RP12234,0.011,1.3.1.25,K05783
RP09576,0.011,1.3.1.87,K05711
RP09313,0.011,1.3.1.87,K05711
RP00829,0.011,1.3.1.67,K05783
RP12235,0.011,1.3.1.25,K05783
RP05004,0.011,1.3.1.-,K15252
RP01561,0.011,1.3.1.28,K00216
