RPAIR,Score,EC,KO
RP01385,0.802,3.2.2.1 3.2.2.7 3.2.2.8,K01239 K10213
RP01483,0.795,3.2.2.16 3.2.2.9,K01243 K01244
RP04184,0.785,3.2.2.9,K01243
RP01683,0.775,3.2.2.1 3.2.2.8,K01239 K10213
RP01744,0.766,3.2.2.1 3.2.2.2 3.2.2.8,K01239 K10213
RP04030,0.763,3.2.2.4,K01241
RP13545,0.735,3.2.2.26,K11783
RP01996,0.720,3.2.2.1,K01239
RP11016,0.693,2.4.2.1,K03783 K03784
RP01484,0.687,2.4.2.28,K00772
RP12989,0.672,2.4.2.1,K03783 K03784
RP02001,0.671,2.4.2.1 2.4.2.15,K03783 K03784
RP01809,0.663,2.4.2.1 2.4.2.15,K03783 K03784
RP16029,0.658,2.7.8.37,K05780 K06164 K06165 K06166
RP04092,0.646,2.4.2.7 2.4.2.8,K00759 K00760
RP11186,0.627,2.4.2.- 2.4.2.1,K03783 K03784 K03815
RP01370,0.626,2.4.2.22 2.4.2.7 2.4.2.8,K00759 K00760 K00769 K03816 K15780
RP12936,0.625,2.4.2.8,K00760
RP12934,0.623,2.4.2.8,K00760
RP01322,0.618,2.4.2.8,K00760 K15780
RP12935,0.617,2.4.2.8,K00760
RP10805,0.604,2.4.1.-,K13493
RP06864,0.586,2.4.2.22 2.4.2.8,K00760 K00769 K03816 K15780
RP01277,0.575,2.4.2.17,K00765 K02502
RP01990,0.461,3.2.2.8,K10213
RP01290,0.426,3.2.2.3,K01240
RP01401,0.425,3.2.2.1 3.2.2.3,K01239 K01240
RP15835,0.415,3.2.2.3,K01240
RP01261,0.398,3.2.-.- 4.2.1.70,K01718 K16329 K16330
RP03485,0.392,3.2.2.5 3.2.2.6 3.5.1.-,K01242 K11121
RP11152,0.388,2.4.2.2,K00756
RP03632,0.375,3.2.2.5 3.2.2.6,K01242
RP13196,0.360,2.4.2.4,K00758
RP11063,0.359,2.4.2.2 2.4.2.3,K00756 K00757
RP12990,0.355,2.4.2.3,K00757
RP01203,0.333,2.4.2.9,K00761 K02825
RP12937,0.329,2.4.2.10,K13421
RP01811,0.313,2.4.2.10,K00762 K13421
RP04021,0.301,2.4.2.7,K00759
