reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R10466/3.5.4A1/3.5.3.25;	1078/3.5.4A1;	1	1	1	1	1	1	1	1	1
R00551(r)/3.5.3A1(rev)/3.5.3.1;	1078/3.5.4A1(rev);	0.726027	0.8	0.636364	0.538462	0.555556	0.833333	0.875	0.888889	0.857143
R02458(r)/3.5.3A1(rev)/3.5.3.10;	1078/3.5.4A1(rev);	0.726027	0.8	0.636364	0.538462	0.555556	0.833333	0.875	0.888889	0.857143
R03250/3.5.3A1(rev)/;	1078/3.5.4A1(rev);	0.615385	0.8	0.636364	0.538462	0.555556	0.833333	0.5	0.7	0.444444
R02458/3.5.3A1/3.5.3.10;	1078/3.5.4A1;	0.594937	0.8	0.636364	0.538462	0.4	0.571429	0.666667	0.7	0.444444
R00551/3.5.3A1/3.5.3.1;	1078/3.5.4A1;	0.594937	0.8	0.636364	0.538462	0.4	0.571429	0.666667	0.7	0.444444
R05357(r)/3.5.3A1(rev)/3.5.3.22;	1078/3.5.4A1(rev);	0.588889	0.8	0.636364	0.538462	0.555556	0.625	0.777778	0.533333	0.4
R01157(r)/3.5.3A1(rev)/3.5.3.11;	1078/3.5.4A1(rev);	0.575342	0.8	0.636364	0.538462	0.555556	0.833333	0.625	0.333333	0.285714
R00552(r)/3.5.3A2(rev)/3.5.3.6;	1078/3.5.4A1(rev);	0.569892	0.8	0.636364	0.5	0.416667	0.555556	0.636364	0.615385	0.461538
R10347(r)/3.5.3A1(rev)/3.5.3.24;	1078/3.5.4A1(rev);	0.538462	0.8	0.636364	0.538462	0.555556	0.833333	0.625	0.272727	0.2
R01418/3.5.3A1(rev)/3.5.3.20;	1078/3.5.4A1(rev);	0.525	0.8	0.636364	0.538462	0.555556	0.833333	0.625	0.272727	0.166667
R00665(r)/3.5.1A2(rev)/3.5.1.20;	1078/3.5.4A1(rev);	0.518519	0.8	0.416667	0.285714	0.4	0.571429	0.666667	0.7	0.444444
