RPAIR,Score,EC,KO
RP01624,1.000,1.13.11.31,K00458
RP10111,1.000,1.13.11.-,K08021
RP10114,0.990,1.13.11.-,K08022
RP11526,0.796,1.13.11.12,K00454
RP01621,0.733,1.13.11.33,K00460 K08022
RP01623,0.688,1.13.11.34,K00461
RP11663,0.654,1.13.11.12,K00454
RP03238,0.490,1.13.11.12 1.13.11.33,K00454 K00460
RP10143,0.483,1.13.11.58,K15718
RP10110,0.447,1.14.14.1,K07413
RP10140,0.421,1.14.19.3,K00508
RP11662,0.408,1.14.19.-,K10226
RP12091,0.399,1.3.3.6,K00232
RP12183,0.385,4.2.1.-,K01782 K01825 K07515
RP11363,0.368,1.14.19.3,K10226
RP12088,0.358,1.14.19.3,K10226
RP10109,0.354,1.14.14.1,K07412 K07413 K07418
RP12731,0.349,1.13.11.34,K00461
RP02729,0.348,1.13.11.34,K00461
RP05326,0.340,1.14.99.33,K08262
RP10106,0.336,1.14.14.1,K07412 K07413 K07418
RP10178,0.335,1.14.14.1,K07413 K07418
RP12089,0.325,1.3.3.6,K00232
RP12181,0.317,4.2.1.-,K01825 K07515
RP04396,0.316,5.3.3.8,K01825 K07514 K13238 K13239
RP10108,0.309,1.14.14.1,K07412 K07413 K07418 K07425
RP10107,0.309,1.14.14.1,K07412 K07413 K07418
