RPAIR,Score,EC,KO
RP03918,0.118,4.2.3.12,K01737
RP15455,0.113,,K02615 K15866
RP15064,0.107,4.2.3.60,K15802
RP11143,0.106,4.2.3.75,K10187 K15803
RP15053,0.103,4.2.3.59,K15796
RP01272,0.042,4.1.2.40,K01635 K08302 K16371
RP01274,0.042,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP01270,0.042,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP10678,0.041,4.3.3.6,K06215 K08681
RP09093,0.041,,K16020
RP01787,0.041,2.2.1.2,K00616 K13810
RP02749,0.041,4.2.3.4,K01735 K13829 K13830
RP02966,0.039,2.7.7.38,K00979
RP13558,0.039,4.2.3.124,K13546
RP15837,0.039,2.2.1.11,K16305
RP00036,0.037,2.7.1.40 2.7.9.1 2.7.9.2,K00873 K01006 K01007 K12406
RP11967,0.036,3.1.3.77,K09880 K16054
