RPAIR,Score,EC,KO
RP00783,1.000,1.3.1.38 1.3.1.8 1.3.3.6 1.3.8.1 1.3.8.7 1.3.8.8 1.3.99.-,K00232 K00248 K00249 K00255 K06445 K07512 K09478
RP00711,0.781,1.3.1.38 1.3.1.8 1.3.3.6 1.3.8.7 1.3.8.8 1.3.99.-,K00232 K00249 K00255 K06445 K07512
RP00807,0.719,1.3.1.10 1.3.1.9 2.3.1.85 2.3.1.86,K00208 K00665 K00668 K02371 K10780 K11533
RP04392,0.676,4.2.1.17 4.2.1.74,K01692 K01782 K01825 K07511 K07514 K07515 K10527
RP00203,0.632,1.3.1.44 1.3.3.6 1.3.8.1 1.3.8.7 1.3.99.-,K00232 K00248 K00249 K06445 K09478
RP04913,0.628,1.3.1.62,K04118
RP00262,0.578,1.3.1.38 1.3.1.8 1.3.3.6 1.3.8.7 1.3.8.8 1.3.99.-,K00232 K00249 K00255 K06445 K07512
RP00808,0.573,1.3.1.10 1.3.1.9 2.3.1.85 2.3.1.86,K00208 K00665 K00668 K02371 K10780 K11533
RP04389,0.553,4.2.1.17 4.2.1.74,K01692 K01782 K01825 K07511 K07514 K07515 K10527 K13767
RP11927,0.511,1.3.99.-,K06446
RP00729,0.506,1.3.8.4 1.3.8.7,K00249 K00253
RP15929,0.488,1.3.1.10,K00208
RP04565,0.486,2.3.1.85 2.3.1.86 4.2.1.59,K00665 K00668 K01716 K02372 K11533 K16363
RP11251,0.479,4.2.1.17,K01692 K07511 K07514 K07515
RP02697,0.479,4.2.1.17 4.2.1.55,K01692 K01715 K01782 K01825 K07511 K07514 K07515 K10527 K13767 K15016
RP02411,0.479,4.2.1.134 4.2.1.17 4.2.1.74,K07511 K07515 K10703
RP02698,0.479,4.2.1.55,K01715
RP00260,0.456,1.3.1.- 1.3.1.84 1.3.8.7,K00249 K14469 K15020
RP12162,0.456,1.3.3.6,K00232
RP12166,0.437,1.3.3.6,K00232
RP04387,0.435,4.2.1.17 4.2.1.74,K01692 K01782 K01825 K07511 K07514 K07515 K10527 K13767
RP00809,0.433,1.3.1.10 1.3.1.9 2.3.1.85 2.3.1.86,K00208 K00665 K00668 K02371 K10780 K11533
RP11450,0.429,1.3.8.1 1.3.8.7 1.3.99.12,K00248 K00249 K09478 K11410
RP00254,0.424,1.3.1.38 1.3.1.8 1.3.3.6 1.3.8.7 1.3.8.8 1.3.99.-,K00232 K00249 K00255 K06445 K07512
RP03765,0.416,4.2.1.17,K01692 K01782 K01825 K07511 K07514 K07515
RP11353,0.407,1.3.99.-,K11731
RP04181,0.404,2.3.1.85 2.3.1.86 4.2.1.59,K00665 K00668 K01716 K02372 K11533 K16363
RP11169,0.392,1.3.8.6 1.3.99.32,K00252 K16173
RP00755,0.390,1.3.1.10 1.3.1.9 2.3.1.86,K00208 K00209 K00665 K00668 K02371 K10780 K11533
RP02717,0.388,4.2.1.116 4.2.1.17,K01692 K01782 K01825 K07511 K07514 K07515 K14469 K15019
RP03834,0.367,4.2.1.17,K01692 K01782 K01825 K07511 K07514 K07515
RP11928,0.365,4.2.1.17,K01692 K01782 K01825 K07511 K07514 K07515
RP00391,0.357,1.3.8.1 1.3.8.7 1.3.99.- 1.3.99.12,K00248 K00249 K09478 K11410 K11538
RP12163,0.354,4.2.1.17 4.2.1.74,K10527
RP15928,0.340,4.2.1.59,K02372
RP03803,0.337,4.2.1.17 4.2.1.74,K01692 K01782 K01825 K07511 K07514 K07515 K10527 K13767
RP00418,0.330,1.3.8.6,K00252
RP12493,0.323,2.3.1.85 2.3.1.86 4.2.1.59,K00665 K00668 K01716 K02372 K11533 K16363
RP12167,0.323,4.2.1.17 4.2.1.74,K10527
RP00782,0.322,1.3.1.10 1.3.1.9 2.3.1.85 2.3.1.86,K00208 K00665 K00667 K02371 K10780 K11533
RP00256,0.312,1.3.1.38 1.3.1.8 1.3.3.6 1.3.8.7 1.3.8.8 1.3.8.9 1.3.99.-,K00232 K00249 K00255 K06445 K07512
RP03855,0.309,4.2.1.17,K01692 K01782 K01825 K07511 K07514 K07515
