RPAIR,Score,EC,KO
RP01272,0.057,4.1.2.40,K01635 K08302 K16371
RP01274,0.057,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP01270,0.057,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP15837,0.054,2.2.1.11,K16305
RP01787,0.043,2.2.1.2,K00616 K13810
RP02311,0.040,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP01756,0.038,4.1.2.19,K01629
RP15826,0.037,2.2.1.11,K16305
RP13345,0.034,2.3.1.94,K10817
RP08971,0.034,,K16007
RP11416,0.029,,K16000 K16001 K16002 K16003
RP10678,0.026,4.3.3.6,K06215 K08681
RP13961,0.026,,K16000 K16001 K16002
RP10934,0.025,3.5.-.-,K10708
RP01773,0.025,4.1.3.3,K01639
RP15353,0.023,5.3.1.27,K08094 K13831
RP01095,0.023,5.3.1.27,K08094 K13831
RP15963,0.018,4.3.3.7,K01714
