RPAIR,Score,EC,KO
RP14728,0.341,3.3.2.9,K01253
RP01912,0.299,1.17.4.1,K00524 K00525 K00526 K10807 K10808
RP01914,0.288,1.17.4.1,K00524 K00525 K00526 K10807 K10808
RP01910,0.279,1.17.4.2,K00527
RP14563,0.272,4.2.1.-,K05556 K14626 K14627
RP01915,0.269,1.17.4.2,K00527
RP14593,0.246,,K15927
RP14718,0.238,1.14.14.1,K07409
RP14722,0.228,1.14.14.1,K07409
RP14723,0.228,1.14.14.1,K07409 K07411 K07424
RP01918,0.227,1.17.4.1,K00524 K00525 K00526 K10807 K10808
RP14720,0.225,1.14.14.1,K07411
RP10183,0.223,3.3.2.9,K01253
RP10182,0.223,3.3.2.9,K01253
RP01913,0.222,1.17.4.1,K00524 K00525 K00526
RP01916,0.212,1.17.4.2,K00527
RP01917,0.207,1.17.4.2,K00527
RP10270,0.196,3.3.2.9,K01253
RP10251,0.172,3.3.2.9,K01253
RP10273,0.171,2.5.1.18,K00799 K13299
RP09229,0.165,1.14.13.28,K13261
RP14737,0.159,3.3.2.9,K01253
RP10242,0.157,2.5.1.18,K00799 K13299
RP10243,0.157,2.5.1.18,K00799 K13299
RP09060,0.155,1.17.1.3,K13081
RP11804,0.154,1.14.11.9,K00475
RP09070,0.154,1.17.1.3,K13081
RP10255,0.152,2.5.1.18,K00799 K13299
RP10252,0.152,2.5.1.18,K00799 K13299
RP09073,0.151,1.17.1.3,K13081
RP11307,0.146,1.14.11.9,K00475
RP02221,0.146,1.14.11.9,K00475
RP11787,0.145,1.14.11.9,K00475
RP03253,0.145,1.14.11.9,K00475
RP09282,0.141,1.14.11.9,K00475
RP00671,0.134,1.17.1.1,K00523 K12452
RP14739,0.133,1.14.14.1,K07408 K07410
RP05592,0.124,,K13314 K16435
RP05266,0.119,,K03335
RP02493,0.118,4.2.1.44,K03335
RP10272,0.116,1.14.14.1,K07408 K07410 K07413 K07424
RP00434,0.116,2.6.1.16 3.5.99.6,K00820 K02564 K12410
RP13006,0.116,5.3.1.-,K02080
RP09457,0.114,,K16436
RP10265,0.111,3.3.2.9,K01253
RP01154,0.110,5.3.1.5,K01805
RP10262,0.109,3.3.2.9,K01253
RP14197,0.109,,K13328
RP03925,0.106,1.17.4.1,K10807 K10808
RP01736,0.105,5.3.1.4,K01804
RP01508,0.105,5.3.1.5,K01805
RP14213,0.104,5.3.1.6,K01808
RP02454,0.104,5.3.1.9,K01810 K06859 K13810 K15916
RP02869,0.104,5.3.1.26,K01819
RP02940,0.104,5.3.1.9,K01810 K06859 K13810 K15916
RP01780,0.104,5.3.1.8,K01809 K15916 K16011
