RPAIR,Score,EC,KO
RP04391,0.644,1.1.1.211 1.1.1.35,K00022 K01782 K01825 K07514 K07515 K07516 K10527
RP04388,0.608,1.1.1.211 1.1.1.35,K00022 K01782 K01825 K07514 K07515 K07516 K10527
RP04386,0.541,1.1.1.211 1.1.1.35,K00022 K07514 K07515 K07516 K10527
RP11387,0.534,1.1.1.157 1.1.1.35,K00022 K00074 K01782 K01825 K07514
RP04564,0.528,1.1.1.100 2.3.1.85 2.3.1.86,K00059 K00665 K00667 K11533
RP04180,0.508,1.1.1.100 2.3.1.85 2.3.1.86,K00059 K00665 K00667 K11533
RP04384,0.462,1.1.1.211 1.1.1.35,K00022 K01782 K01825 K07514 K07515 K07516 K10527
RP12495,0.459,1.1.1.100 2.3.1.85 2.3.1.86,K00059 K00665 K00667 K11533
RP15926,0.450,1.1.1.100,K00059
RP12164,0.447,1.1.1.211 1.1.1.35,K10527
RP01749,0.423,1.1.1.330 1.1.1.36,K10251
RP01886,0.423,1.1.1.36,K00023
RP11083,0.423,1.1.1.157,K00074
RP00314,0.423,1.1.1.157 1.1.1.35,K00022 K00074 K01782 K01825 K07514 K07516 K10527 K15016
RP01748,0.423,1.1.1.211 1.1.1.35,K00022 K07515
RP04575,0.398,1.1.1.100 2.3.1.85 2.3.1.86,K00059 K00667 K00668 K11533
RP12168,0.385,1.1.1.211 1.1.1.35,K10527
RP12448,0.382,1.1.1.211 1.1.1.35,K00022 K01782 K01825 K07514 K07515 K07516 K10527
RP03833,0.339,1.1.1.178 1.1.1.35,K00022 K01782 K01825 K07514 K08683
RP12488,0.333,1.1.1.100 2.3.1.85 2.3.1.86,K00059 K00665 K00667 K11533
RP04177,0.321,1.1.1.100 2.3.1.85 2.3.1.86,K00059 K00665 K00667 K11533
RP04380,0.315,1.1.1.211 1.1.1.35,K00022 K01782 K01825 K07514 K07515 K07516 K10527
RP04187,0.277,1.1.1.100 2.3.1.85 2.3.1.86,K00059 K00665 K00667 K11533
RP15919,0.277,1.1.1.100,K00059
RP12109,0.261,1.1.1.330,K00059 K10251
RP00239,0.237,1.1.1.264,K00098
RP12111,0.232,1.1.1.100,K00059 K11533
RP12229,0.209,1.1.1.35,K00022 K01782 K01825
RP01458,0.208,1.1.1.30,K00019
RP13104,0.197,5.3.1.-,K03337
RP01887,0.197,2.3.3.10,K01641
RP12172,0.197,1.1.1.211 1.1.1.35,K10527
