RPAIR,Score,EC,KO
RP14864,0.295,4.1.99.16,K10187
RP03397,0.262,5.5.1.9,K08246
RP11277,0.243,,K14939
RP11878,0.237,,K12928
RP11877,0.237,,K12928
RP14366,0.237,4.2.3.34,K14045
RP11876,0.234,4.2.3.42,K12928
RP14364,0.230,4.2.3.33,K14044
RP09369,0.227,1.14.13.79,K04123
RP15858,0.224,1.14.13.79,K04123
RP05499,0.195,4.2.3.32,K14041
RP04693,0.186,4.2.3.19,K04121
RP15547,0.186,4.2.3.103,K16082
RP14369,0.168,4.2.3.28,K14036
RP05496,0.161,4.2.3.18,K12927
RP04783,0.159,2.1.1.131,K05934 K13540 K13541
RP11605,0.146,5.4.1.2,K06042
RP04781,0.143,5.4.1.2,K06042
RP04749,0.139,2.1.1.132,K00595
RP11851,0.138,2.1.1.131,K05934 K13540 K13541
RP15846,0.113,1.10.99.3 1.14.13.90,K09838 K09839
