RPAIR,Score,EC,KO
RP16149,0.260,2.3.1.-,K17054
RP16147,0.203,2.3.1.-,K17054
RP09192,0.192,3.1.1.2,K01045
RP01447,0.168,3.1.1.23,K01054
RP11819,0.153,2.3.1.115,K13264
RP11827,0.149,2.3.1.115,K13264
RP00379,0.149,3.1.1.34,K01059
RP00996,0.139,2.3.1.30,K00640
RP09466,0.134,2.3.1.171,K12931
RP11767,0.133,2.3.1.115,K13264
RP09334,0.132,2.3.1.115,K13264
RP02432,0.131,6.1.1.13,K03367 K14188
RP12113,0.131,2.3.1.115,K13264
RP01746,0.129,2.3.1.31,K00641
RP04268,0.128,2.3.1.115,K13264
RP12096,0.124,2.3.1.115,K13264
RP00605,0.113,2.3.1.15,K00629 K00630 K00631 K03621 K08591 K13506 K13507 K13508
RP03029,0.113,3.1.1.5,K06128 K14621 K14676
RP00363,0.111,2.3.1.6 3.1.1.7 3.1.1.8,K00623 K01049
RP00111,0.111,2.3.1.158 2.3.1.20 3.1.1.3,K00635 K00679 K01046 K11155 K11160 K12298 K13534 K14073 K14074 K14075 K14076 K14452 K14456 K14674 K14675 K16816
RP01901,0.110,2.3.1.75,K15406
RP11913,0.110,2.3.1.-,K12932
RP01449,0.108,3.1.1.23,K13700 K13704
RP02178,0.107,2.3.1.7,K00624
RP00098,0.105,3.1.1.3,K01046 K12298 K13534 K14073 K14074 K14075 K14076 K14452 K14674 K14675 K16816
RP09404,0.105,2.3.1.171,K12931
RP11889,0.103,2.3.1.172,K12934
RP09581,0.103,2.3.1.172,K12934
RP02463,0.101,3.1.1.5,K06128 K06129 K14621 K14676
RP09329,0.100,,K12713
RP00455,0.100,2.3.1.40 3.1.1.32,K01058 K05939 K16817 K16818
RP10235,0.098,,K16023
RP11830,0.098,2.3.1.115,K13264
RP03660,0.097,3.1.1.32,K01058 K16817 K16818
RP01747,0.093,2.3.1.46,K00651
RP09582,0.092,2.3.1.214,K12935
RP00541,0.091,2.3.1.135 3.1.1.32,K00678 K01058 K16817 K16818
RP14345,0.089,3.1.1.-,K01066
RP03031,0.087,3.1.1.5,K06130 K14621 K14676
RP03042,0.087,3.1.1.22,K07518
RP14313,0.086,2.3.1.-,K13510 K13512 K13513 K13514 K13519
RP00679,0.086,2.3.1.67 3.1.1.47,K01062 K13510 K13512 K13519 K16794 K16795
RP11914,0.085,2.3.1.-,K12932
RP11761,0.083,2.3.1.153,K12936
RP11894,0.083,2.3.1.171,K12931
RP11760,0.082,2.3.1.153,K12936
RP00452,0.081,2.3.1.23 3.1.1.4,K01047 K01058 K13512 K13515 K13517 K13519 K14621 K14674 K16342 K16343 K16817
RP04961,0.081,3.7.1.8,K10222
RP14311,0.080,2.3.1.-,K13512 K13515 K13517 K13519
RP00443,0.080,2.3.1.51,K00655 K13509 K13513 K13517 K13519 K13523 K13699 K14674
RP04055,0.080,2.3.1.121 3.1.1.4,K01047 K01058 K13512 K14621 K14674 K16342 K16343 K16817
RP02465,0.079,3.1.1.5,K06130 K14621 K14676
