RPAIR,Score,EC,KO
RP00336,0.352,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP00940,0.320,6.3.2.3,K01920
RP00505,0.316,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP00244,0.311,3.4.13.20 3.4.13.5 6.3.2.11,K05604 K14755
RP15338,0.300,6.3.2.-,K05827
RP01161,0.298,6.3.2.2,K01919 K11204 K11205
RP15347,0.297,,K05831
RP03586,0.293,2.3.2.2,K00681
RP15950,0.269,6.3.2.38,K03894
RP14709,0.251,6.3.2.32,K14940
RP15222,0.250,3.4.15.6,K13282
RP01187,0.245,6.3.2.17,K01930 K11754
RP03877,0.245,3.4.19.9,K01307
RP02501,0.230,6.3.2.13,K01928 K15792
RP00445,0.226,3.5.1.- 3.5.1.78 6.3.1.8 6.3.1.9,K01460 K01833 K01917
RP15470,0.225,3.4.22.- 3.4.24.84,K06013 K08658
RP15951,0.224,6.3.2.39,K03895
RP14707,0.224,6.3.2.34,K12234
RP02499,0.222,6.3.2.7,K05362
RP12921,0.218,6.3.1.9,K01833
RP02447,0.217,3.5.1.18,K01439
RP03448,0.217,3.5.1.- 6.3.1.9,K01833
RP04267,0.215,6.3.2.10,K01929 K15792
RP12922,0.209,3.5.1.- 6.3.1.9,K01833
RP00882,0.209,3.5.1.96,K05526
RP05284,0.209,,K12636
RP04220,0.209,6.3.2.10,K01929
RP14068,0.203,,K12911 K12912 K12913
RP10974,0.203,6.3.2.4,K01921
RP15017,0.202,6.3.2.33,K15740
RP12919,0.199,6.3.1.9,K01833
RP02495,0.193,6.3.2.9,K01925
RP12920,0.189,6.3.1.9,K01833
RP00939,0.183,2.3.2.2 3.4.19.13,K00681
RP10761,0.182,3.5.1.94,K09473
RP03534,0.180,2.3.2.2,K00681
RP07818,0.180,2.3.2.2,K00681
RP10760,0.174,6.3.1.11,K09470
RP14246,0.172,6.2.1.39,K13559
RP01163,0.169,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP04484,0.168,6.3.2.26,K12743
RP00259,0.167,6.3.2.5,K01922 K13038
RP04561,0.166,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP00280,0.161,6.3.2.11,K14755
RP00284,0.160,6.3.2.11,K14755
RP02445,0.155,3.5.1.47,K05823
RP00935,0.146,3.5.1.15,K01437
RP15750,0.144,,K16181
RP15388,0.142,3.5.1.-,K15784
RP01041,0.139,3.5.1.14 3.5.1.16,K01438 K14677
RP03620,0.139,2.8.3.12,K01039 K01040
RP00024,0.139,1.4.1.13 1.4.1.14 1.4.7.1 2.4.2.- 2.4.2.14 2.6.1.16 2.6.1.85 2.6.1.86 3.5.1.2 3.5.1.38 4.1.3.- 4.1.3.27 4.3.3.6 6.3.1.2 6.3.4.2 6.3.5.- 6.3.5.1 6.3.5.10 6.3.5.11 6.3.5.2 6.3.5.3 6.3.5.4 6.3.5.5 6.3.5.6 6.3.5.7 6.3.5.9,K00264 K00265 K00266 K00284 K00764 K00820 K01425 K01656 K01657 K01658 K01663 K01664 K01665 K01915 K01937 K01950 K01951 K01952 K01953 K01954 K01955 K01956 K02224 K02232 K02433 K02434 K02435 K02500 K02501 K03330 K03342 K05597 K06215 K08681 K09482 K11540 K11541 K13063 K13497 K13501 K13503 K13950 K14244
RP01605,0.139,3.5.1.2 3.5.1.35 3.5.1.38,K01425 K05597
RP16231,0.138,3.5.1.81,K06015
RP14348,0.136,3.5.1.16,K01438
RP14077,0.135,,K12915
RP03739,0.131,3.5.1.28,K01446 K01447 K01448 K01449
RP00562,0.119,6.2.1.18,K15232 K15233
RP14705,0.113,6.3.2.31,K12234
RP00376,0.108,6.3.2.1,K01918 K13799
RP14244,0.107,6.2.1.39,K13559
