RPAIR,Score,EC,KO
RP05467,0.079,4.2.3.20,K15096
RP01909,0.079,4.2.3.16,K15088
RP05585,0.075,4.2.3.108,K07385
RP11143,0.074,4.2.3.75,K10187 K15803
RP15063,0.074,4.2.3.55,K15794
RP15287,0.073,4.2.3.38,K14177
RP15053,0.073,4.2.3.59,K15796
RP15054,0.073,4.2.3.40,K15795
RP12985,0.073,4.2.3.56,K14186
RP11144,0.071,4.2.3.22,K10187 K15803
RP14178,0.064,1.14.13.-,K15506
RP01248,0.063,1.14.12.13,K08686
RP00543,0.063,1.14.12.1,K00529 K05599 K05600 K05710 K11311 K16319 K16320
RP15759,0.060,1.14.13.163 3.7.1.-,K15359
RP04894,0.060,1.14.12.-,K15766 K15767
RP01117,0.052,1.14.13.- 1.14.13.7,K03380 K16242 K16243 K16244 K16245 K16246 K16249
RP03175,0.052,1.14.13.-,K16242 K16243 K16244 K16245 K16246 K16249
RP05498,0.052,4.2.3.32,K14041
RP15830,0.051,1.14.13.-,K16242 K16243 K16244 K16245 K16246 K16249
RP03185,0.051,,K15760 K15761 K15762 K15763 K15764 K15765
RP05049,0.051,1.14.13.20,K10676
RP03182,0.051,1.14.13.7,K03380
RP05085,0.051,1.14.13.-,K10437
RP04849,0.051,1.14.13.7,K03380
RP03176,0.050,1.14.13.-,K15760 K15761 K15762 K15763 K15764 K15765
RP03217,0.050,1.14.13.-,K16242 K16243 K16244 K16245 K16246 K16249
RP00553,0.050,1.14.13.63,K10438
RP02171,0.050,1.14.13.- 1.14.18.1,K00505
RP05497,0.050,4.2.3.32,K14041
RP13883,0.049,1.14.13.11,K00487
RP02138,0.049,1.14.16.-,K03393
RP09575,0.049,1.14.13.127,K05712
RP09312,0.049,1.14.13.127,K05712
RP11165,0.049,1.3.7.9,K04107 K04108 K04109
RP02071,0.049,1.14.13.11,K00487
RP02416,0.048,1.14.14.9,K00483 K00484 K16901
RP02923,0.048,1.14.14.9,K00483 K00484 K16901
RP00123,0.048,1.10.3.1 1.14.16.2 1.14.18.1,K00422 K00501 K00505
RP00474,0.048,1.14.13.2 1.14.13.33,K00481
RP00780,0.048,1.14.13.71 1.14.18.1,K00505 K13385
RP01761,0.048,1.14.16.1,K00500
RP01415,0.048,1.14.13.12,K07824
RP01777,0.048,1.14.14.8,K16901
RP01876,0.048,1.14.13.9,K00486
RP11780,0.048,1.14.13.21,K05280
RP09058,0.047,1.14.13.36,K09754
RP13756,0.047,,K03688
RP11309,0.047,1.14.13.21,K05280
RP03618,0.047,1.14.13.20,K10676
RP05047,0.047,1.14.12.-,K14599 K14600
RP09103,0.047,1.14.13.36,K09754
RP10678,0.047,4.3.3.6,K06215 K08681
RP02219,0.047,1.14.13.21 1.14.13.88,K05280 K13083
